"MeetID","MeetPath","Federation","Date","MeetCountry","MeetState","MeetTown","MeetName","Year","lat","long","NumberParticipants","x","y","z"
4512,"pa/1762","PA","09-09-17","Australia","QLD","Townsville","Iron Redemption",2017,-19.2589635,146.8169483,56,-0.790089705290319,0.516686490115395,-0.329838336956897
4513,"pa/1763","PA","16-09-17","Australia","ACT","Canberra","Capital Spring Challenge",2017,-35.2809368,149.1300092,25,-0.700683432812876,0.418852099228746,-0.577586050691355
4514,"pa/1764","PA","10-09-17","Australia","NSW","Sydney","Top Lifter V",2017,-33.8688197,151.2092955,25,-0.727676069074416,0.399889581832906,-0.557293334643354
4515,"pa/1765","PA","08-10-17","Australia","NSW","Sydney","Viking Solstice",2017,-33.8688197,151.2092955,21,-0.727676069074416,0.399889581832906,-0.557293334643354
4516,"pa/1766","PA","13-10-17","Australia","VIC","Melbourne","2017 Australia National Open Championships",2017,-37.8136276,144.9630576,79,-0.646845363234025,0.453547827115086,-0.61309497191041
4517,"pa/1767","PA","01-10-17","Australia","NSW","Sydney","City Strength HQ Open IV",2017,-33.8688197,151.2092955,22,-0.727676069074416,0.399889581832906,-0.557293334643354
4518,"pa/1768","PA","21-10-17","Australia","QLD","Brisbane","Brisbane Open",2017,-27.4697707,153.0251235,47,-0.790725944533525,0.402458351089035,-0.461280561350963
4519,"pa/1769","PA","21-10-17","Australia","WA","Perth","Intrepidus Showdown",2017,-31.9505269,115.8604572,17,-0.37010178648159,0.763535195093672,-0.529186803970398
4520,"pa/1770","PA","29-10-17","Australia","NSW","Sydney","Power Elite Open",2017,-33.8688197,151.2092955,14,-0.727676069074416,0.399889581832906,-0.557293334643354
4521,"pa/1771","PA","05-11-17","Australia","NT","Darwin","Next Level Cup",2017,-12.4634403,130.8456418,14,-0.638610647606976,0.738647163724049,-0.215816607992569
4522,"pa/1772","PA","27-10-17","Australia","TAS","Ulverstone","Australian Masters Games",2017,-41.1702632,146.1872071,37,-0.625435587986319,0.418894892044352,-0.658298864270142
4523,"pa/1773","PA","05-11-17","Australia","VIC","Melbourne","Obsidian Strength Showdown IV",2017,-37.8136276,144.9630576,30,-0.646845363234025,0.453547827115086,-0.61309497191041
4524,"pa/1774","PA","18-11-17","Australia","NSW","Newcastle","NSN High Performance Open",2017,-32.9282712,151.7816802,18,-0.73959673278798,0.39687280921466,-0.54358867368205
4525,"pa/1775","PA","18-11-17","Australia","QLD","Brisbane","SSG Open II",2017,-27.4697707,153.0251235,30,-0.790725944533525,0.402458351089035,-0.461280561350963
4526,"pa/1776","PA","19-11-17","Australia","VIC","Melbourne","Avia Performance Spring Open",2017,-37.8136276,144.9630576,29,-0.646845363234025,0.453547827115086,-0.61309497191041
4532,"proraw/009","ProRaw","18-03-17","Australia","VIC","Melbourne","ProRawNine",2017,-37.8136276,144.9630576,127,-0.646845363234025,0.453547827115086,-0.61309497191041
4534,"proraw/bigdogs2","ProRaw","15-10-17","Australia","VIC","Frankston","Big Dogs 2",2017,-38.158,145.135,8,-0.645168318889665,0.449489994182811,-0.617832166069896
1381,"ipf/1610","IPF","11-07-16","Belarus",NA,"Minsk","1st University Men's Powerlifting World Cup",2016,53.9045398,27.5615244,91,0.52227435414157,0.272592015635387,0.808036566015328
1382,"ipf/1611","IPF","11-07-16","Belarus",NA,"Minsk","1st University Women's Powerlifting World Cup",2016,53.9045398,27.5615244,53,0.52227435414157,0.272592015635387,0.808036566015328
1389,"ipf/1701","IPF","14-06-17","Belarus",NA,"Minsk","World Classic Powerlifting Championships 2017",2017,53.9045398,27.5615244,817,0.52227435414157,0.272592015635387,0.808036566015328
7187,"uspa/0276","IPL","12-10-13","Brazil","SP",NA,"Brazil National Powerlifting Championships",2013,-23.5505199,-46.6333094,30,0.629471379687574,-0.666422965921571,-0.399557521073648
1196,"fesupo/1501","FESUPO","16-09-15","Brazil",NA,"Ribeiro Preto","2015 Pan-American and South American Classic Championships",2015,-21.1704008,-47.8103238,74,0.626262015184584,-0.690920913332585,-0.361142880113413
1198,"fesupo/1601","FESUPO","14-07-16","Brazil",NA,"San Pablo","Sudamericano de Powerlifting Equipado 2016",2016,-23.5505199,-46.6333094,49,0.629471379687574,-0.666422965921571,-0.399557521073648
209,"cpu/1979-08-04-2cc667f7","CPU","04-08-79","Canada","QC",NA,"Canadian Championships",1979,52.9399159,-73.5491361,47,0.170666864123242,-0.57798139054459,0.798003968457852
1439,"napf/7901","NAPF","26-05-79","Canada","ON","Hamilton","1979 North American Powerlifting Championships",1979,43.2557206,-79.8711024,22,0.128081651508655,-0.716951673844921,0.685255709876089
210,"cpu/1983-06-18-a4ab573f","CPU","18-06-83","Canada","AB","Pincher Creek","1983 APU Provincials",1983,49.4863458,-113.9502549,28,-0.263712661526208,-0.593695027140993,0.760251173559647
1404,"ipf/8302","IPF","03-09-83","Canada","ON","London","1983 World Masters Powerlifting Championship",1983,42.9849233,-81.2452768,52,0.11134289975342,-0.723010019134349,0.681805889462572
211,"cpu/1984-02-25-84392b74","CPU","25-02-84","Canada","AB","Stettler","1984 APU Provincials",1984,52.3227515,-112.7109042,44,-0.235978022677164,-0.563822194679643,0.79146630098824
212,"cpu/1984-05-19-f7cd2b22","CPU","19-05-84","Canada","AB","Pincher Creek","1984 Western Canadians",1984,49.4863458,-113.9502549,12,-0.263712661526208,-0.593695027140993,0.760251173559647
213,"cpu/1985-11-30-a83aef3c","CPU","30-11-85","Canada","AB","Lethbridge","Lethbridge Open",1985,49.69349,-112.84184,31,-0.251110101003257,-0.596148331719221,0.762594835913884
1408,"ipf/8502","IPF","24-08-85","Canada","ON","Toronto","World Masters Powerlifting Championship 1985",1985,43.653226,-79.3831843,81,0.133303208038487,-0.711145019047044,0.690291979245904
214,"cpu/1986-01-01-88abfb1a","CPU","01-01-86","Canada","AB","Edmonton","Edmonton Novice",1986,53.544389,-113.4909267,15,-0.236850334674146,-0.544954457164505,0.804317448885255
215,"cpu/1986-03-08-5005bbb3","CPU","08-03-86","Canada","AB","Edmonton","1986 APU Provincials",1986,53.544389,-113.4909267,30,-0.236850334674146,-0.544954457164505,0.804317448885255
216,"cpu/1986-07-19-98064b01","CPU","19-07-86","Canada","AB",NA,"Alberta Open",1986,53.9332706,-116.5765035,14,-0.263391997840607,-0.526520865927037,0.808331883088238
217,"cpu/1986-11-08-98064b01","CPU","08-11-86","Canada","AB",NA,"Alberta Open",1986,53.9332706,-116.5765035,18,-0.263391997840607,-0.526520865927037,0.808331883088238
218,"cpu/1987-02-28-d7a370f0","CPU","28-02-87","Canada","AB","Medicine Hat","1987 APU Provincials",1987,50.0405486,-110.6764257,14,-0.226770350557545,-0.600877900704234,0.766499156263907
219,"cpu/1988-03-12-11214325","CPU","12-03-88","Canada","AB","Taber","1988 APU Provincials",1988,49.7859606,-112.1496533,30,-0.243425572467946,-0.597997683628763,0.76363784678556
220,"cpu/1994-05-21-774d42a4","CPU","21-05-94","Canada","NS","Antigonish","Canadian Nationals",1994,45.6226605,-61.9928026,26,0.328416924465676,-0.617475265500163,0.714749340832162
221,"cpu/1995-02-10-520e0322","CPU","10-02-95","Canada","BC","Chilliwack","Nationals",1995,49.1579401,-121.9514666,7,-0.346084636628837,-0.554896564415911,0.756515186290999
222,"cpu/1995-02-10-b2ebf14e","CPU","10-02-95","Canada","BC","Chilliwack","Masters Nationals",1995,49.1579401,-121.9514666,16,-0.346084636628837,-0.554896564415911,0.756515186290999
223,"cpu/1995-02-10-ca5f65ac","CPU","10-02-95","Canada","BC","Chilliwack","Junior Nationals",1995,49.1579401,-121.9514666,12,-0.346084636628837,-0.554896564415911,0.756515186290999
224,"cpu/1995-02-12-24692678","CPU","12-02-95","Canada","BC","Chilliwack","BP Nationals",1995,49.1579401,-121.9514666,18,-0.346084636628837,-0.554896564415911,0.756515186290999
225,"cpu/1995-02-12-b2ebf14e","CPU","12-02-95","Canada","BC","Chilliwack","Masters Nationals",1995,49.1579401,-121.9514666,9,-0.346084636628837,-0.554896564415911,0.756515186290999
226,"cpu/1995-02-12-e009bd29","CPU","12-02-95","Canada","BC","Chilliwack","Junior BP Nationals",1995,49.1579401,-121.9514666,5,-0.346084636628837,-0.554896564415911,0.756515186290999
227,"cpu/1995-05-21-520e0322","CPU","21-05-95","Canada","ON","Ottawa","Nationals",1995,45.4215296,-75.6971931,31,0.173398332908921,-0.680129549573315,0.712289838437701
228,"cpu/1995-10-07-34ea97f0","CPU","07-10-95","Canada","AB","Olds","CBSA Provincials",1995,51.7920135,-114.105279,1,-0.252611730589984,-0.564581033978661,0.785770685149248
229,"cpu/1995-10-07-f48c71c4","CPU","07-10-95","Canada","AB","Olds","Junior Provincials",1995,51.7920135,-114.105279,4,-0.252611730589984,-0.564581033978661,0.785770685149248
230,"cpu/1995-10-07-f55d983d","CPU","07-10-95","Canada","AB","Olds","Provincials",1995,51.7920135,-114.105279,13,-0.252611730589984,-0.564581033978661,0.785770685149248
231,"cpu/1995-10-07-fe0d8fc3","CPU","07-10-95","Canada","AB","Olds","BP Provincials",1995,51.7920135,-114.105279,1,-0.252611730589984,-0.564581033978661,0.785770685149248
232,"cpu/1995-10-28-8f3dfbc2","CPU","28-10-95","Canada","NS","Sydney","Annual Sydney Open",1995,46.1367899,-60.194224,32,0.344433263813606,-0.601273820016343,0.720996199810832
233,"cpu/1995-11-05-5ac66569","CPU","05-11-95","Canada","BC","Vancouver","1995 Fall Classic",1995,49.2827291,-123.1207375,18,-0.356434763700434,-0.546337483551169,0.757937737081874
234,"cpu/1995-11-05-f55d983d","CPU","05-11-95","Canada","BC","Vancouver","Provincials",1995,49.2827291,-123.1207375,6,-0.356434763700434,-0.546337483551169,0.757937737081874
235,"cpu/1996-02-10-f55d983d","CPU","10-02-96","Canada","BC","Nanaimo","Provincials",1996,49.1658836,-123.9400648,19,-0.365072899192672,-0.542466009477098,0.756605846420083
236,"cpu/1996-02-17-230c3c3e","CPU","17-02-96","Canada","MB","Steinbach","Special Olympics Provincials",1996,49.5285279,-96.691092,3,-0.0756271752407678,-0.64464840104564,0.760729235269949
237,"cpu/1996-02-17-f55d983d","CPU","17-02-96","Canada","MB","Steinbach","Provincials",1996,49.5285279,-96.691092,10,-0.0756271752407678,-0.64464840104564,0.760729235269949
238,"cpu/1996-03-01-520e0322","CPU","01-03-96","Canada","NS","Windsor","Nationals",1996,44.9902861,-64.1310364,13,0.308573205002987,-0.636358481273838,0.706986888467558
239,"cpu/1996-03-01-b2ebf14e","CPU","01-03-96","Canada","NS","Windsor","Masters Nationals",1996,44.9902861,-64.1310364,18,0.308573205002987,-0.636358481273838,0.706986888467558
240,"cpu/1996-03-01-ca5f65ac","CPU","01-03-96","Canada","NS","Windsor","Junior Nationals",1996,44.9902861,-64.1310364,11,0.308573205002987,-0.636358481273838,0.706986888467558
241,"cpu/1996-04-06-195ef634","CPU","06-04-96","Canada","AB","Bonnyville","APU Blind Invitational Championship",1996,54.2681766,-110.7200371,1,-0.206617574496634,-0.54621976715072,0.811759289372743
242,"cpu/1996-04-06-93ef9d8c","CPU","06-04-96","Canada","AB","Bonnyville","APU Novice Invitational Championship",1996,54.2681766,-110.7200371,6,-0.206617574496634,-0.54621976715072,0.811759289372743
243,"cpu/1996-04-06-9b73a2f0","CPU","06-04-96","Canada","AB","Bonnyville","APU Special Olympics Invitational Championship",1996,54.2681766,-110.7200371,3,-0.206617574496634,-0.54621976715072,0.811759289372743
244,"cpu/1996-04-06-aff04a37","CPU","06-04-96","Canada","AB","Bonnyville","APU Invitational Championship",1996,54.2681766,-110.7200371,15,-0.206617574496634,-0.54621976715072,0.811759289372743
245,"cpu/1996-05-17-520e0322","CPU","17-05-96","Canada","AB","Leduc","Nationals",1996,53.2580126,-113.5502218,31,-0.239017467345715,-0.548387541946371,0.801337478308395
246,"cpu/1996-05-19-24692678","CPU","19-05-96","Canada","AB","Leduc","BP Nationals",1996,53.2580126,-113.5502218,22,-0.239017467345715,-0.548387541946371,0.801337478308395
247,"cpu/1996-08-01-c1696e52","CPU","01-08-96","Canada","NL","Cornerbrook","1996 August Classic",1996,48.9489967,-57.9502726,24,0.348497432774809,-0.556636875416632,0.754125273595692
248,"cpu/1996-09-28-6fa6cf43","CPU","28-09-96","Canada","AB","Edmonton","Masters Provincials",1996,53.544389,-113.4909267,3,-0.236850334674146,-0.544954457164505,0.804317448885255
249,"cpu/1996-09-28-f48c71c4","CPU","28-09-96","Canada","AB","Edmonton","Junior Provincials",1996,53.544389,-113.4909267,4,-0.236850334674146,-0.544954457164505,0.804317448885255
250,"cpu/1996-09-28-f55d983d","CPU","28-09-96","Canada","AB","Edmonton","Provincials",1996,53.544389,-113.4909267,7,-0.236850334674146,-0.544954457164505,0.804317448885255
251,"cpu/1996-09-28-fe0d8fc3","CPU","28-09-96","Canada","AB","Edmonton","BP Provincials",1996,53.544389,-113.4909267,2,-0.236850334674146,-0.544954457164505,0.804317448885255
252,"cpu/1996-10-18-ab7ec3d1","CPU","18-10-96","Canada","QC",NA,"Disabled BP Provincials",1996,52.9399159,-73.5491361,1,0.170666864123242,-0.57798139054459,0.798003968457852
253,"cpu/1996-10-18-f55d983d","CPU","18-10-96","Canada","QC",NA,"Provincials",1996,52.9399159,-73.5491361,5,0.170666864123242,-0.57798139054459,0.798003968457852
254,"cpu/1996-10-18-fe0d8fc3","CPU","18-10-96","Canada","QC",NA,"BP Provincials",1996,52.9399159,-73.5491361,6,0.170666864123242,-0.57798139054459,0.798003968457852
255,"cpu/1996-10-19-26a740b2","CPU","19-10-96","Canada","BC","Grand Forks","1996 Fall Classic",1996,49.0300946,-118.4451392,11,-0.312303255848935,-0.576506744311221,0.7550540710107
256,"cpu/1996-10-19-f55d983d","CPU","19-10-96","Canada","BC","Grand Forks","Provincials",1996,49.0300946,-118.4451392,5,-0.312303255848935,-0.576506744311221,0.7550540710107
257,"cpu/1996-11-22-c575a4da","CPU","22-11-96","Canada","NS","Sherbrooke","St Mary's Open",1996,45.1402166,-61.979911,22,0.331371478394841,-0.622692309043124,0.708835122976395
258,"cpu/1996-11-24-23755b03","CPU","24-11-96","Canada","BC","Vancouver","Spartacus Winter Open",1996,49.2827291,-123.1207375,11,-0.356434763700434,-0.546337483551169,0.757937737081874
259,"cpu/1997-02-02-19ef9880","CPU","02-02-97","Canada","QC","Rimouski","Eastern Quebec Bench Press Qualifier",1997,48.4389803,-68.5349704,6,0.242766470457026,-0.617403403708289,0.748249609362583
260,"cpu/1997-02-02-956c8548","CPU","02-02-97","Canada","QC","Rimouski","Eastern Quebec Powerlifting Qualifier",1997,48.4389803,-68.5349704,6,0.242766470457026,-0.617403403708289,0.748249609362583
261,"cpu/1997-03-01-24692678","CPU","01-03-97","Canada","MB","Winnipeg","BP Nationals",1997,49.895136,-97.1383744,31,-0.0800507829872455,-0.639195414436477,0.764866716694163
262,"cpu/1997-03-01-520e0322","CPU","01-03-97","Canada","MB","Winnipeg","Nationals",1997,49.895136,-97.1383744,8,-0.0800507829872455,-0.639195414436477,0.764866716694163
263,"cpu/1997-04-05-b2ebf14e","CPU","05-04-97","Canada","NL","Cornerbrook","Masters Nationals",1997,48.9489967,-57.9502726,14,0.348497432774809,-0.556636875416632,0.754125273595692
264,"cpu/1997-04-05-ca5f65ac","CPU","05-04-97","Canada","NL","Cornerbrook","Junior Nationals",1997,48.9489967,-57.9502726,15,0.348497432774809,-0.556636875416632,0.754125273595692
265,"cpu/1997-04-26-e20b5271","CPU","26-04-97","Canada","AB","Vegreville","Vegreville Invitational Championships",1997,53.5051735,-112.0621386,18,-0.223395267827998,-0.551200830161762,0.803910566631041
266,"cpu/1997-05-18-520e0322","CPU","18-05-97","Canada","ON","Toronto","Nationals",1997,43.653226,-79.3831843,27,0.133303208038487,-0.711145019047044,0.690291979245904
267,"cpu/1997-09-21-36c1f98e","CPU","21-09-97","Canada","ON","Toronto","Toronto Open",1997,43.653226,-79.3831843,12,0.133303208038487,-0.711145019047044,0.690291979245904
268,"cpu/1997-10-04-230c3c3e","CPU","04-10-97","Canada","AB","Leduc","Special Olympics Provincials",1997,53.2580126,-113.5502218,1,-0.239017467345715,-0.548387541946371,0.801337478308395
269,"cpu/1997-10-04-f55d983d","CPU","04-10-97","Canada","AB","Leduc","Provincials",1997,53.2580126,-113.5502218,18,-0.239017467345715,-0.548387541946371,0.801337478308395
270,"cpu/1997-10-04-fe0d8fc3","CPU","04-10-97","Canada","AB","Leduc","BP Provincials",1997,53.2580126,-113.5502218,1,-0.239017467345715,-0.548387541946371,0.801337478308395
271,"cpu/1997-10-18-f55d983d","CPU","18-10-97","Canada","QC",NA,"Provincials",1997,52.9399159,-73.5491361,7,0.170666864123242,-0.57798139054459,0.798003968457852
272,"cpu/1997-10-18-fe0d8fc3","CPU","18-10-97","Canada","QC",NA,"BP Provincials",1997,52.9399159,-73.5491361,2,0.170666864123242,-0.57798139054459,0.798003968457852
273,"cpu/1997-10-19-bba8a1c4","CPU","19-10-97","Canada","BC","Chilliwack","1997 Fall Classic",1997,49.1579401,-121.9514666,27,-0.346084636628837,-0.554896564415911,0.756515186290999
274,"cpu/1997-10-19-f55d983d","CPU","19-10-97","Canada","BC","Chilliwack","Provincials",1997,49.1579401,-121.9514666,4,-0.346084636628837,-0.554896564415911,0.756515186290999
275,"cpu/1997-11-08-0f192072","CPU","08-11-97","Canada","PE","Charlottetown","Eastern Canadian BP Championships",1997,46.23824,-63.1310704,28,0.312597045720618,-0.616991450931644,0.722222013292316
276,"cpu/1997-11-08-64617aa8","CPU","08-11-97","Canada","PE","Charlottetown","Eastern Canadian Powerlifting Championships",1997,46.23824,-63.1310704,29,0.312597045720618,-0.616991450931644,0.722222013292316
277,"cpu/1998-02-20-24692678","CPU","20-02-98","Canada","SK","Moose Jaw","BP Nationals",1998,50.3915811,-105.5348562,42,-0.170748117846335,-0.614246499265192,0.770419572955146
278,"cpu/1998-02-20-520e0322","CPU","20-02-98","Canada","SK","Moose Jaw","Nationals",1998,50.3915811,-105.5348562,6,-0.170748117846335,-0.614246499265192,0.770419572955146
279,"cpu/1998-02-20-934e8114","CPU","20-02-98","Canada","SK","Moose Jaw","Masters BP Nationals",1998,50.3915811,-105.5348562,18,-0.170748117846335,-0.614246499265192,0.770419572955146
280,"cpu/1998-02-20-b2ebf14e","CPU","20-02-98","Canada","SK","Moose Jaw","Masters Nationals",1998,50.3915811,-105.5348562,15,-0.170748117846335,-0.614246499265192,0.770419572955146
281,"cpu/1998-02-20-ca5f65ac","CPU","20-02-98","Canada","SK","Moose Jaw","Junior Nationals",1998,50.3915811,-105.5348562,12,-0.170748117846335,-0.614246499265192,0.770419572955146
282,"cpu/1998-02-20-e009bd29","CPU","20-02-98","Canada","SK","Moose Jaw","Junior BP Nationals",1998,50.3915811,-105.5348562,5,-0.170748117846335,-0.614246499265192,0.770419572955146
283,"cpu/1998-03-01-a672baf1","CPU","01-03-98","Canada","BC","Nanaimo","BC Mens' Provincial Championship",1998,49.1658836,-123.9400648,19,-0.365072899192672,-0.542466009477098,0.756605846420083
284,"cpu/1998-03-01-f55d983d","CPU","01-03-98","Canada","BC","Nanaimo","Provincials",1998,49.1658836,-123.9400648,19,-0.365072899192672,-0.542466009477098,0.756605846420083
285,"cpu/1998-04-04-3ca2331c","CPU","04-04-98","Canada","AB","Calgary","Western Canadian BP Invitational",1998,51.0486151,-114.0708459,3,-0.256409303230335,-0.573993573090735,0.777679655942899
286,"cpu/1998-04-04-c307bb8b","CPU","04-04-98","Canada","AB","Calgary","Western Canadian Special Olympics Invitational",1998,51.0486151,-114.0708459,13,-0.256409303230335,-0.573993573090735,0.777679655942899
287,"cpu/1998-04-04-c88d3ab8","CPU","04-04-98","Canada","AB","Calgary","Western Canadian Open Invitational",1998,51.0486151,-114.0708459,17,-0.256409303230335,-0.573993573090735,0.777679655942899
288,"cpu/1998-04-04-f55d983d","CPU","04-04-98","Canada","QC","Baie-Comeau","Provincials",1998,49.2212971,-68.1503944,7,0.24307982876616,-0.606220245281604,0.757237882740771
289,"cpu/1998-04-04-fe0d8fc3","CPU","04-04-98","Canada","QC","Baie-Comeau","BP Provincials",1998,49.2212971,-68.1503944,7,0.24307982876616,-0.606220245281604,0.757237882740771
290,"cpu/1998-04-25-f55d983d","CPU","25-04-98","Canada","NL","Cornerbrook","Provincials",1998,48.9489967,-57.9502726,9,0.348497432774809,-0.556636875416632,0.754125273595692
291,"cpu/1998-04-25-fe0d8fc3","CPU","25-04-98","Canada","NL","Cornerbrook","BP Provincials",1998,48.9489967,-57.9502726,4,0.348497432774809,-0.556636875416632,0.754125273595692
292,"cpu/1998-05-17-520e0322","CPU","17-05-98","Canada","BC","Richmond","Nationals",1998,49.1665898,-123.133569,23,-0.357396132548713,-0.547543059674242,0.756613905662454
293,"cpu/1998-06-13-280ca179","CPU","13-06-98","Canada",NA,NA,"1998 Lower Mainland Open",1998,56.130366,-106.346771,16,-0.156853592727449,-0.534776555379266,0.830307765991129
294,"cpu/1998-06-13-56f53beb","CPU","13-06-98","Canada",NA,NA,"1998 Lower Mainland BP Only",1998,56.130366,-106.346771,15,-0.156853592727449,-0.534776555379266,0.830307765991129
295,"cpu/1998-08-01-98aec0e1","CPU","01-08-98","Canada","NL",NA,"1998 YMCA August Classic",1998,53.1355091,-57.6604364,26,0.320921147767748,-0.506871806784716,0.800056615748054
296,"cpu/1998-09-13-478b879e","CPU","13-09-98","Canada","QC","St-Lambert","1998 Southern Quebec Open Bench Press",1998,45.4920344,-73.5041752,12,0.19904816734945,-0.672155211959476,0.713152997687409
297,"cpu/1998-10-03-f55d983d","CPU","03-10-98","Canada","AB","Vegreville","Provincials",1998,53.5051735,-112.0621386,19,-0.223395267827998,-0.551200830161762,0.803910566631041
298,"cpu/1998-10-03-fe0d8fc3","CPU","03-10-98","Canada","AB","Vegreville","BP Provincials",1998,53.5051735,-112.0621386,3,-0.223395267827998,-0.551200830161762,0.803910566631041
299,"cpu/1998-10-10-ed3c1532","CPU","10-10-98","Canada","BC","Coquitlam","1998 Fall Classic",1998,49.2837626,-122.7932065,17,-0.353298416996902,-0.548354610188153,0.757949503616753
300,"cpu/1998-10-10-f55d983d","CPU","10-10-98","Canada","BC","Coquitlam","Provincials",1998,49.2837626,-122.7932065,1,-0.353298416996902,-0.548354610188153,0.757949503616753
301,"cpu/1998-10-24-8dc59241","CPU","24-10-98","Canada","SK","Moose Jaw","Moose Jaw Open Powerlifting",1998,50.3915811,-105.5348562,22,-0.170748117846335,-0.614246499265192,0.770419572955146
302,"cpu/1998-10-24-b0b051ca","CPU","24-10-98","Canada","SK","Moose Jaw","Moose Jaw Special Olympics Powerlifting",1998,50.3915811,-105.5348562,24,-0.170748117846335,-0.614246499265192,0.770419572955146
303,"cpu/1998-11-07-05b6fedf","CPU","07-11-98","Canada","QC","Rimouski","1998 Eastern Quebec Powerlifting Qualifier",1998,48.4389803,-68.5349704,11,0.242766470457026,-0.617403403708289,0.748249609362583
304,"cpu/1998-11-07-7c899e8f","CPU","07-11-98","Canada","QC","Rimouski","1998 Eastern Quebec Bench Press Qualifier",1998,48.4389803,-68.5349704,9,0.242766470457026,-0.617403403708289,0.748249609362583
305,"cpu/1998-11-07-c20f38c2","CPU","07-11-98","Canada","MB","Winnipeg","1998 Keystone Classic",1998,49.895136,-97.1383744,11,-0.0800507829872455,-0.639195414436477,0.764866716694163
306,"cpu/1999-01-01-01fe09cc","CPU","01-01-99","Canada","MB","Winnipeg","1999 Manitoba Open",1999,49.895136,-97.1383744,10,-0.0800507829872455,-0.639195414436477,0.764866716694163
307,"cpu/1999-01-01-1eb2c044","CPU","01-01-99","Canada","MB","Winnipeg","1999 Keystone Klassic",1999,49.895136,-97.1383744,14,-0.0800507829872455,-0.639195414436477,0.764866716694163
308,"cpu/1999-01-24-656b83bf","CPU","24-01-99","Canada","QC","Rock-Forest","QPF 1999 Winter Bench Press Challenge",1999,45.3731432,-71.9848324,11,0.217257194173637,-0.66804709287968,0.711696840849253
309,"cpu/1999-01-24-da68c4ec","CPU","24-01-99","Canada","QC","Rock-Forest","QPF 1999 Winter Powerlifting Challenge",1999,45.3731432,-71.9848324,7,0.217257194173637,-0.66804709287968,0.711696840849253
310,"cpu/1999-01-30-acf5c857","CPU","30-01-99","Canada","ON","Cornwall","1999 SDO Powerlifting Qualifier",1999,45.0212762,-74.730345,4,0.186156006374384,-0.681890461571772,0.707369309277817
311,"cpu/1999-01-30-f55d983d","CPU","30-01-99","Canada","ON","Cornwall","Provincials",1999,45.0212762,-74.730345,21,0.186156006374384,-0.681890461571772,0.707369309277817
312,"cpu/1999-02-21-f55d983d","CPU","21-02-99","Canada","BC","Surrey","Provincials",1999,49.1044302,-122.801094,18,-0.354657321249774,-0.550297362728217,0.755904092500036
313,"cpu/1999-03-05-24692678","CPU","05-03-99","Canada","QC","Sherbrooke","BP Nationals",1999,45.4009928,-71.8824288,47,0.218343234026729,-0.667328866489069,0.712038212531577
314,"cpu/1999-03-05-520e0322","CPU","05-03-99","Canada","QC","Sherbrooke","Nationals",1999,45.4009928,-71.8824288,7,0.218343234026729,-0.667328866489069,0.712038212531577
315,"cpu/1999-03-05-934e8114","CPU","05-03-99","Canada","QC","Sherbrooke","Masters BP Nationals",1999,45.4009928,-71.8824288,15,0.218343234026729,-0.667328866489069,0.712038212531577
316,"cpu/1999-03-05-b2ebf14e","CPU","05-03-99","Canada","QC","Sherbrooke","Masters Nationals",1999,45.4009928,-71.8824288,25,0.218343234026729,-0.667328866489069,0.712038212531577
317,"cpu/1999-03-05-ca5f65ac","CPU","05-03-99","Canada","QC","Sherbrooke","Junior Nationals",1999,45.4009928,-71.8824288,6,0.218343234026729,-0.667328866489069,0.712038212531577
318,"cpu/1999-03-05-e009bd29","CPU","05-03-99","Canada","QC","Sherbrooke","Junior BP Nationals",1999,45.4009928,-71.8824288,6,0.218343234026729,-0.667328866489069,0.712038212531577
319,"cpu/1999-03-20-0e2b6096","CPU","20-03-99","Canada","ON","Guelph","1999 Guelph Open Powerlifting Championships",1999,43.5448048,-80.2481666,22,0.122773452453794,-0.714362447375007,0.688921601601348
320,"cpu/1999-05-01-8284bb08","CPU","01-05-99","Canada","PE","Charlottetown","1999 CPU Men's Open",1999,46.23824,-63.1310704,44,0.312597045720618,-0.616991450931644,0.722222013292316
321,"cpu/1999-05-15-1c66252f","CPU","15-05-99","Canada","ON","London","London Open Powerlifting Championships",1999,42.9849233,-81.2452768,24,0.11134289975342,-0.723010019134349,0.681805889462572
322,"cpu/1999-05-16-f55d983d","CPU","16-05-99","Canada","QC","Ste-Marie de Beauce","Provincials",1999,46.4390284,-71.0213182,7,0.224115060210214,-0.651664957560506,0.724641444353437
323,"cpu/1999-05-16-fe0d8fc3","CPU","16-05-99","Canada","QC","Ste-Marie de Beauce","BP Provincials",1999,46.4390284,-71.0213182,9,0.224115060210214,-0.651664957560506,0.724641444353437
324,"cpu/1999-06-26-bcb902ff","CPU","26-06-99","Canada","BC","Chilliwack","1999 Chilliwack Open",1999,49.1579401,-121.9514666,39,-0.346084636628837,-0.554896564415911,0.756515186290999
325,"cpu/1999-06-26-d65e06e7","CPU","26-06-99","Canada","MB","Winnipeg","1999 Manitoba Bench Only",1999,49.895136,-97.1383744,2,-0.0800507829872455,-0.639195414436477,0.764866716694163
326,"cpu/1999-07-04-ae1150b4","CPU","04-07-99","Canada","ON","Brockville","Megaton's Riverfest Open Deadlift Bench Press",1999,44.5895244,-75.6842858,20,0.176090696776022,-0.690040558298517,0.702022858895639
327,"cpu/1999-07-10-22d48f51","CPU","10-07-99","Canada","ON","Toronto","1999 Toronto Blind Powerlifting Championships",1999,43.653226,-79.3831843,4,0.133303208038487,-0.711145019047044,0.690291979245904
