"MeetID","MeetPath","Federation","Date","MeetCountry","MeetState","MeetTown","MeetName","Year","lat","long","NumberParticipants","x","y","z"
1901,"nsf/1515","NSF","12-12-09","Norway",NA,"Odinhallen Bergen","Åpent stevne",2009,57.8,4.06,12,0.531538998804222,0.0377282168835814,0.846193166127564
1902,"nsf/1516","NSF","13-12-09","Norway",NA,"Haugesund","Klubbstevne",2009,59.413581,5.2679869,10,0.506688125991662,0.0467185108567193,0.860862662520793
1903,"nsf/1517","NSF","12-12-09","Norway",NA,"Stavanger","Klubbstevne",2009,58.9699756,5.7331074,7,0.51290872108938,0.051494442044164,0.856897290384919
1904,"nsf/1518","NSF","12-12-09","Norway",NA,"Hommersåk","Åpent stevne",2009,58.9281926,5.8506145,9,0.513423534952928,0.0526099348002406,0.856521143064638
1905,"nsf/1519","NSF","09-12-09","Norway",NA,"Brumunddal","Seriestevne",2009,60.8809476,10.9394782,3,0.477783032095405,0.0923479675015061,0.873610455031338
1907,"nsf/1520","NSF","12-12-09","Norway",NA,"Melhus","Klubbstevne",2009,63.2855424,10.2781423,12,0.442330651720348,0.0802107981427066,0.893257982001819
1908,"nsf/1521","NSF","19-12-09","Norway",NA,"Trondheim","Klubbstevne",2009,63.4305149,10.3950528,8,0.439941582204988,0.080705124266969,0.894392580002778
1909,"nsf/1522","NSF","19-12-09","Norway",NA,"Skogn","Åpent stevne",2009,63.7011076,11.186882,10,0.434635659968446,0.0859567705777341,0.896494995343332
1910,"nsf/1523","NSF","19-12-09","Norway",NA,"Haukelandshallen","Åpent stevne",2009,60.3699557,5.3545476,10,0.49224033741538,0.0461364604120468,0.869235800713386
1911,"nsf/1524","NSF","19-12-09","Norway",NA,"Gruben","Åpent stevne",2009,66.3158726,14.1946759,9,0.389429628291655,0.0985023420452417,0.915773909445025
1912,"nsf/1525","NSF","19-12-09","Norway",NA,"Elnesvågen","Åpent stevne",2009,62.8542887,7.1376221,14,0.452719266255416,0.0566910709805034,0.889849081829184
1913,"nsf/1526","NSF","22-12-09","Norway",NA,"Gressvik","Åpent Stevne",2009,59.2197767,10.9065679,11,0.502502689485628,0.0968265057213643,0.859136586841406
1914,"nsf/1527","NSF","30-12-09","Norway",NA,"Elnesvågen","Klubbstevne",2009,62.8542887,7.1376221,10,0.452719266255416,0.0566910709805034,0.889849081829184
1915,"nsf/1528","NSF","30-12-09","Norway",NA,"Elnesvågen","Åpent stevne",2009,62.8542887,7.1376221,5,0.452719266255416,0.0566910709805034,0.889849081829184
1916,"nsf/1529","NSF","16-01-10","Norway",NA,"Odderneshallen","Klubbstevne",2010,58.1569948,8.0147633,9,0.522440120067563,0.073561450634955,0.849496929908679
1918,"nsf/1530","NSF","23-01-10","Norway",NA,"Sandehallen","Åpent stevne",2010,59.5867977,10.2420701,11,0.498165839427598,0.0900118581340786,0.8623970441871
1919,"nsf/1531","NSF","25-01-10","Norway",NA,"Gruben","Seriestevne",2010,66.3158726,14.1946759,1,0.389429628291655,0.0985023420452417,0.915773909445025
1920,"nsf/1532","NSF","29-01-10","Norway",NA,"København Danmark","ER Equipment benkpress",2010,55.6970613,12.5947994,33,0.550007022956088,0.122888719311898,0.826069390163358
1921,"nsf/1533","NSF","06-02-10","Norway",NA,"Sandehallen","Benk-cup",2010,59.5867977,10.2420701,28,0.498165839427598,0.0900118581340786,0.8623970441871
1922,"nsf/1534","NSF","05-02-10","Norway",NA,"Elnesvågen","Benkpresstevne",2010,62.8542887,7.1376221,2,0.452719266255416,0.0566910709805034,0.889849081829184
1923,"nsf/1535","NSF","06-02-10","Norway",NA,"Ganddal","Seriestevne",2010,58.8220008,5.7206512,2,0.515120232810012,0.0516033566143398,0.855563112421224
1924,"nsf/1536","NSF","10-02-10","Norway",NA,"Halden","Klubbmesterskap",2010,59.1140935,11.3937252,11,0.503213878988017,0.101408367103283,0.858191199602559
1928,"nsf/1544","NSF","27-02-10","Norway",NA,"Bjølsenhallen","RM Styrkeløft Region øst",2010,59.9433838,10.7616182,8,0.49204674057539,0.0935213681701215,0.865530911513115
1929,"nsf/1545","NSF","27-02-10","Norway",NA,"Bjølsenhallen","RM Benkpress Region øst",2010,59.9433838,10.7616182,15,0.49204674057539,0.0935213681701215,0.865530911513115
1930,"nsf/1546","NSF","27-02-10","Norway",NA,"Sande","RM-øst",2010,59.6017622,10.2543849,35,0.497924821409875,0.0900788285725584,0.862529232470958
1931,"nsf/1547","NSF","27-02-10","Norway",NA,"Rana","RM Nord",2010,66.4393389,14.3122322,9,0.387313658006948,0.0988130791654099,0.916637390524262
1932,"nsf/1548","NSF","20-02-10","Norway",NA,"Sjøholt","Åpent stevne",2010,62.4826418,6.8163821,5,0.458751601753797,0.0548358532009834,0.886870902156591
1933,"nsf/1549","NSF","27-02-10","Norway",NA,"Brumunddal","Regionsmesterskap",2010,60.8809476,10.9394782,15,0.477783032095405,0.0923479675015061,0.873610455031338
1935,"nsf/1550","NSF","28-02-10","Norway",NA,"Lurahallen","RM sør-vest Benkpress",2010,58.8822822,5.738615,9,0.514208109087486,0.0516748239040253,0.856107314022699
1936,"nsf/1551","NSF","28-02-10","Norway",NA,"Lurahallen","RM sør-vest",2010,58.8822822,5.738615,32,0.514208109087486,0.0516748239040253,0.856107314022699
1937,"nsf/1552","NSF","27-02-10","Norway",NA,"Melhus","RM Midt-Norge",2010,63.2855424,10.2781423,48,0.442330651720348,0.0802107981427066,0.893257982001819
1938,"nsf/1553","NSF","27-02-10","Norway",NA,"Alta","Finmarkmesterskapet",2010,69.9550298,23.3279046,10,0.314738394250993,0.135729522270063,0.939423887267429
1939,"nsf/1568","NSF","27-02-10","Norway",NA,"Haukelandshallen","RM Styrkeløft Region Vest",2010,60.3699557,5.3545476,19,0.49224033741538,0.0461364604120468,0.869235800713386
1940,"nsf/1569","NSF","27-02-10","Norway",NA,"Haukelandshallen","RM Benkpress Region Vest",2010,60.3699557,5.3545476,15,0.49224033741538,0.0461364604120468,0.869235800713386
1942,"nsf/1571","NSF","18-02-10","Norway",NA,"Bergen","Klubbstevne",2010,60.3912628,5.3220544,4,0.491944531755533,0.0458273110451569,0.869419596764531
1943,"nsf/1572","NSF","05-03-10","Norway",NA,"Trondheim","Klubbstevne",2010,63.4305149,10.3950528,3,0.439941582204988,0.080705124266969,0.894392580002778
1944,"nsf/1573","NSF","17-03-10","Norway",NA,"Halden","Klubbmesterskap",2010,59.1140935,11.3937252,5,0.503213878988017,0.101408367103283,0.858191199602559
1945,"nsf/1574","NSF","24-03-10","Norway",NA,"Lurahallen Sandnes","Klubbstevne",2010,58.8822822,5.738615,1,0.514208109087486,0.0516748239040253,0.856107314022699
1946,"nsf/1575","NSF","13-03-10","Norway",NA,"Drammen","Klubbstevne",2010,59.7440738,10.2044565,11,0.495893127260315,0.0892650767249147,0.863783394383847
1947,"nsf/1576","NSF","28-03-10","Norway",NA,"Askim","NM Benkpress",2010,59.5834589,11.1629005,161,0.496704241804111,0.0980159014492597,0.862367543009877
1954,"nsf/1593","NSF","10-04-10","Norway",NA,"Sandehallen","Seriestevne",2010,59.5867977,10.2420701,18,0.498165839427598,0.0900118581340786,0.8623970441871
1955,"nsf/1594","NSF","16-04-10","Norway",NA,"Steinkjer","Åpent stevne",2010,64.0150193,11.4952627,4,0.429347045930877,0.0873146759104132,0.898908928379893
1956,"nsf/1595","NSF","24-04-10","Norway",NA,"Drammen","Åpent stevne",2010,59.7440738,10.2044565,10,0.495893127260315,0.0892650767249147,0.863783394383847
1957,"nsf/1596","NSF","23-04-10","Norway",NA,"Elnesvågen","Klubbstevne",2010,62.8542887,7.1376221,10,0.452719266255416,0.0566910709805034,0.889849081829184
1958,"nsf/1598","NSF","17-04-10","Norway",NA,"Varhol","Åpent stevne",2010,57.8,4.06,9,0.531538998804222,0.0377282168835814,0.846193166127564
1959,"nsf/1599","NSF","14-04-10","Norway",NA,"Brumunddal","Seriestevne",2010,60.8809476,10.9394782,5,0.477783032095405,0.0923479675015061,0.873610455031338
1962,"nsf/1600","NSF","17-04-10","Norway",NA,"Skedsmo","Åpent stevne",2010,59.9929184,11.0421988,4,0.490848245366016,0.0957864604452686,0.865963598551619
1963,"nsf/1601","NSF","17-04-10","Norway",NA,"Stavanger","Klubbstevne",2010,58.9699756,5.7331074,2,0.51290872108938,0.051494442044164,0.856897290384919
1964,"nsf/1602","NSF","28-04-10","Norway",NA,"Lurahallen","Klubbstevne",2010,58.8822822,5.738615,8,0.514208109087486,0.0516748239040253,0.856107314022699
1965,"nsf/1603","NSF","24-04-10","Norway",NA,"Godvik","Åpent stevne",2010,60.3733294,5.1991502,11,0.492312685168903,0.044796601824256,0.869264910419593
1966,"nsf/1604","NSF","24-04-10","Norway",NA,"Gruben","Klubbstevne",2010,66.3158726,14.1946759,5,0.389429628291655,0.0985023420452417,0.915773909445025
1967,"nsf/1605","NSF","23-04-10","Norway",NA,"Bergen","Åpent stevne",2010,60.3912628,5.3220544,4,0.491944531755533,0.0458273110451569,0.869419596764531
1968,"nsf/1607","NSF","28-04-10","Norway",NA,"Elnesvågen","Klubbstevne",2010,62.8542887,7.1376221,3,0.452719266255416,0.0566910709805034,0.889849081829184
1969,"nsf/1608","NSF","26-04-10","Norway",NA,"Gressvik","Klubbstevne",2010,59.2197767,10.9065679,6,0.502502689485628,0.0968265057213643,0.859136586841406
1970,"nsf/1609","NSF","12-05-10","Norway",NA,"Lurahallen","Klubbstevne",2010,58.8822822,5.738615,5,0.514208109087486,0.0516748239040253,0.856107314022699
1972,"nsf/1610","NSF","12-05-10","Norway",NA,"Brumunddal","Seriestevne",2010,60.8809476,10.9394782,8,0.477783032095405,0.0923479675015061,0.873610455031338
1973,"nsf/1611","NSF","08-05-10","Norway",NA,"Årdalshallen","Åpent stevne",2010,61.3086003,7.8059718,8,0.475643149457613,0.0652055129164821,0.877218237076351
1974,"nsf/1612","NSF","08-05-10","Norway",NA,"Alta","Åpent stevne",2010,69.9550298,23.3279046,7,0.314738394250993,0.135729522270063,0.939423887267429
1975,"nsf/1613","NSF","15-05-10","Norway",NA,"Haugesund","Klubbstevne",2010,59.413581,5.2679869,8,0.506688125991662,0.0467185108567193,0.860862662520793
1976,"nsf/1614","NSF","14-05-10","Norway",NA,"Gressvik","Klubbstevne",2010,59.2197767,10.9065679,1,0.502502689485628,0.0968265057213643,0.859136586841406
1977,"nsf/1615","NSF","15-05-10","Norway",NA,"Skogn","Åpent stevne",2010,63.7011076,11.186882,7,0.434635659968446,0.0859567705777341,0.896494995343332
1978,"nsf/1616","NSF","14-05-10","Norway",NA,"Varhol","Åpent stevne",2010,57.8,4.06,5,0.531538998804222,0.0377282168835814,0.846193166127564
1979,"nsf/1617","NSF","08-05-10","Norway",NA,"Odderneshallen","Klubbmesterskap",2010,58.1569948,8.0147633,8,0.522440120067563,0.073561450634955,0.849496929908679
1980,"nsf/1618","NSF","08-05-10","Norway",NA,"Gruva Melhus","Klubbstevne",2010,63.2893561,10.2542237,6,0.442305589829589,0.0800155521207375,0.893287902428054
1982,"nsf/1620","NSF","22-05-10","Norway",NA,"Ulefoss","Benkpress cup",2010,59.283823,9.2645949,13,0.50412266939159,0.0822334164122132,0.859708089662226
1983,"nsf/1625","NSF","26-05-10","Norway",NA,"Gruben","Seriestevne",2010,66.3158726,14.1946759,1,0.389429628291655,0.0985023420452417,0.915773909445025
1984,"nsf/1626","NSF","09-06-10","Norway",NA,"Askim Bedriftsenter","Åpent stevne",2010,59.5755724,11.1897782,17,0.496774647150564,0.0982719308729413,0.862297847353765
1985,"nsf/1628","NSF","09-06-10","Norway",NA,"Bergen","Åpent stevne",2010,60.3912628,5.3220544,11,0.491944531755533,0.0458273110451569,0.869419596764531
1986,"nsf/1629","NSF","11-06-10","Norway",NA,"Steinkjer","Åpent stevne",2010,64.0150193,11.4952627,5,0.429347045930877,0.0873146759104132,0.898908928379893
1988,"nsf/1630","NSF","12-06-10","Norway",NA,"Elnesvågen","Åpent stevne",2010,62.8542887,7.1376221,6,0.452719266255416,0.0566910709805034,0.889849081829184
1989,"nsf/1631","NSF","12-06-10","Norway",NA,"Spikkestad","Åpent stevne",2010,59.7439645,10.3369795,6,0.495686955236327,0.0904121149012519,0.863782433189991
1990,"nsf/1632","NSF","16-06-10","Norway",NA,"Hommersåk","Klubbstevne",2010,58.9281926,5.8506145,5,0.513423534952928,0.0526099348002406,0.856521143064638
1991,"nsf/1633","NSF","19-06-10","Norway",NA,"Elnesvågen","Nasjonalt ungdom og junior",2010,62.8542887,7.1376221,47,0.452719266255416,0.0566910709805034,0.889849081829184
1992,"nsf/1634","NSF","19-06-10","Norway",NA,"Sandehallen","Klubbmesterskap",2010,59.5867977,10.2420701,22,0.498165839427598,0.0900118581340786,0.8623970441871
1998,"nsf/1645","NSF","16-06-10","Norway",NA,"Ganddal","Seriestevne",2010,58.8220008,5.7206512,7,0.515120232810012,0.0516033566143398,0.855563112421224
2016,"nsf/1663","NSF","26-06-10","Norway",NA,"Skoger","Seriestevne",2010,59.675388,10.244604,8,0.49684908974512,0.0897966298508869,0.86317874584982
2017,"nsf/1664","NSF","25-06-10","Norway",NA,"Varhol","Åpent stevne",2010,57.8,4.06,4,0.531538998804222,0.0377282168835814,0.846193166127564
2040,"nsf/1686","NSF","03-07-10","Norway",NA,"Moss","Åpent stevne",2010,59.4642284,10.6593737,3,0.499308944812257,0.0939787719884069,0.861312119992527
2080,"nsf/1728","NSF","03-07-10","Norway",NA,"Stavanger","Klubbstevne",2010,58.9699756,5.7331074,6,0.51290872108938,0.051494442044164,0.856897290384919
2149,"nsf/1797","NSF","28-07-10","Norway",NA,"Lurahallen","Klubbstevne",2010,58.8822822,5.738615,4,0.514208109087486,0.0516748239040253,0.856107314022699
2150,"nsf/1799","NSF","29-07-10","Norway",NA,"Kuala Lumpur Malaysia","IPC VM benkpress funksjonshemmede",2010,3.161941,101.7197719,1,-0.202815965133121,0.977662134451852,0.0551582735967028
2152,"nsf/1800","NSF","09-08-10","Norway",NA,"Trondheim","Klubbstevne",2010,63.4305149,10.3950528,4,0.439941582204988,0.080705124266969,0.894392580002778
2153,"nsf/1802","NSF","06-08-10","Norway",NA,"Laksevåg","Åpent stevne",2010,60.3810315,5.2593086,4,0.492149013892094,0.0453027752003429,0.869331356091673
2154,"nsf/1803","NSF","21-08-10","Norway",NA,"Melhus","Klubbmesterskap",2010,63.2855424,10.2781423,6,0.442330651720348,0.0802107981427066,0.893257982001819
2155,"nsf/1805","NSF","18-08-10","Norway",NA,"Lurahallen","Klubbstevne",2010,58.8822822,5.738615,4,0.514208109087486,0.0516748239040253,0.856107314022699
2156,"nsf/1806","NSF","16-06-10","Norway",NA,"Hommersåk","Klubbstevne",2010,58.9281926,5.8506145,5,0.513423534952928,0.0526099348002406,0.856521143064638
2157,"nsf/1807","NSF","30-08-10","Norway",NA,"Ganddal","Seriestevne",2010,58.8220008,5.7206512,6,0.515120232810012,0.0516033566143398,0.855563112421224
2158,"nsf/1808","NSF","17-08-10","Norway",NA,"Bergen","Klubbstevne",2010,60.3912628,5.3220544,8,0.491944531755533,0.0458273110451569,0.869419596764531
2161,"nsf/1829","NSF","04-09-10","Norway",NA,"Sandehallen","Klubbstevne",2010,59.5867977,10.2420701,24,0.498165839427598,0.0900118581340786,0.8623970441871
2163,"nsf/1830","NSF","11-09-10","Norway",NA,"Varhol Fræna","Åpent stevne",2010,57.8,4.06,6,0.531538998804222,0.0377282168835814,0.846193166127564
2164,"nsf/1831","NSF","18-09-10","Norway",NA,"Halden","Regionskamp",2010,59.1140935,11.3937252,10,0.503213878988017,0.101408367103283,0.858191199602559
2165,"nsf/1832","NSF","15-09-10","Norway",NA,"Brumunddal","Seriestevne",2010,60.8809476,10.9394782,8,0.477783032095405,0.0923479675015061,0.873610455031338
2166,"nsf/1833","NSF","11-09-10","Norway",NA,"Haugesund","Klubbstevne",2010,59.413581,5.2679869,4,0.506688125991662,0.0467185108567193,0.860862662520793
2167,"nsf/1834","NSF","17-09-10","Norway",NA,"Gressvik","Klubbstevne",2010,59.2197767,10.9065679,4,0.502502689485628,0.0968265057213643,0.859136586841406
2168,"nsf/1836","NSF","25-09-10","Norway",NA,"Sandehallen","Benk-cup",2010,59.5867977,10.2420701,24,0.498165839427598,0.0900118581340786,0.8623970441871
2169,"nsf/1837","NSF","27-09-10","Norway",NA,"Bjølsen Oslo","Klubbmesterskap",2010,59.9407928,10.7580767,9,0.492090972424502,0.0934982601570676,0.865508261200267
2170,"nsf/1838","NSF","22-09-10","Norway",NA,"Hommersåk","Klubbstevne",2010,58.9281926,5.8506145,5,0.513423534952928,0.0526099348002406,0.856521143064638
2171,"nsf/1839","NSF","24-09-10","Norway",NA,"Avancia Skedsmo","Klubbmesterskap",2010,60.0065593,11.0473593,14,0.490637255243408,0.0957911610553193,0.866082638800068
2173,"nsf/1840","NSF","27-09-10","Norway",NA,"Grubhei","Seriestevne",2010,66.312308,14.268352,3,0.389357858813134,0.0990170661628511,0.915748916673644
2174,"nsf/1841","NSF","30-08-10","Norway",NA,"Grubhei","Klubbstevne",2010,66.312308,14.268352,1,0.389357858813134,0.0990170661628511,0.915748916673644
2175,"nsf/1842","NSF","26-09-10","Norway",NA,"Vestlund park","Åpent stevne",2010,60.3619989,5.2896307,11,0.492412488704081,0.0455898440210639,0.869167134152223
2176,"nsf/1844","NSF","18-09-10","Norway",NA,"Kiruna Sverige","Kalottkamp",2010,68.2196536,20.4820367,6,0.347592305935185,0.129835241926198,0.928613158860366
2177,"nsf/1847","NSF","25-09-10","Norway",NA,"Odderneshallen","Klubbstevne",2010,58.1569948,8.0147633,12,0.522440120067563,0.073561450634955,0.849496929908679
2178,"nsf/1848","NSF","02-10-10","Norway",NA,"Ashington England","Landskamp ungdom",2010,57.8,4.06,11,0.531538998804222,0.0377282168835814,0.846193166127564
2179,"nsf/1849","NSF","25-09-10","Norway",NA,"Stavanger","Klubbstevne",2010,58.9699756,5.7331074,2,0.51290872108938,0.051494442044164,0.856897290384919
2181,"nsf/1850","NSF","09-10-10","Norway",NA,"Trondheim","Midt-norsk styrkeløft og benkpress",2010,63.4305149,10.3950528,22,0.439941582204988,0.080705124266969,0.894392580002778
2182,"nsf/1852","NSF","09-10-10","Norway",NA,"Askim","Sydnorsk styrkeløft",2010,59.5834589,11.1629005,37,0.496704241804111,0.0980159014492597,0.862367543009877
2183,"nsf/1853","NSF","10-10-10","Norway",NA,"Askim","Sydnorsk benkpress",2010,59.5834589,11.1629005,52,0.496704241804111,0.0980159014492597,0.862367543009877
2184,"nsf/1854","NSF","05-10-10","Norway",NA,"Lørenskoghallen","Klubbmesterskap",2010,59.931346,10.9818171,4,0.491862193222208,0.0954463441880084,0.865425663046679
2185,"nsf/1855","NSF","16-10-10","Norway",NA,"Odinhallen","Åpent stevne",2010,57.8,4.06,11,0.531538998804222,0.0377282168835814,0.846193166127564
2186,"nsf/1856","NSF","14-10-10","Norway",NA,"Ganddal","Seriestevne",2010,58.8220008,5.7206512,5,0.515120232810012,0.0516033566143398,0.855563112421224
2188,"nsf/1860","NSF","27-10-10","Norway",NA,"Lurahallen Sandnes","Klubbstevne",2010,58.8822822,5.738615,5,0.514208109087486,0.0516748239040253,0.856107314022699
2189,"nsf/1861","NSF","23-10-10","Norway",NA,"Gruben","Seriestevne",2010,66.3158726,14.1946759,6,0.389429628291655,0.0985023420452417,0.915773909445025
2190,"nsf/1862","NSF","27-10-10","Norway",NA,"Varhol","Åpent stevne",2010,57.8,4.06,3,0.531538998804222,0.0377282168835814,0.846193166127564
2191,"nsf/1863","NSF","29-10-10","Norway",NA,"Trondheim","Åpent stevne",2010,63.4305149,10.3950528,4,0.439941582204988,0.080705124266969,0.894392580002778
2192,"nsf/1864","NSF","30-10-10","Norway",NA,"Spikkestad","Åpent stevne",2010,59.7439645,10.3369795,14,0.495686955236327,0.0904121149012519,0.863782433189991
2193,"nsf/1866","NSF","13-11-10","Norway",NA,"Vestlund park","Åpent stevne",2010,60.3619989,5.2896307,11,0.492412488704081,0.0455898440210639,0.869167134152223
2194,"nsf/1867","NSF","20-11-10","Norway",NA,"Moss","NM Ungdom Junior og Veteran",2010,59.4642284,10.6593737,129,0.499308944812257,0.0939787719884069,0.861312119992527
2195,"nsf/1868","NSF","23-11-10","Norway",NA,"Vestlund park","Klubbstevne",2010,60.3619989,5.2896307,8,0.492412488704081,0.0455898440210639,0.869167134152223
2196,"nsf/1869","NSF","26-11-10","Norway",NA,"Varhol","Klubbstevne",2010,57.8,4.06,6,0.531538998804222,0.0377282168835814,0.846193166127564
2197,"nsf/1870","NSF","27-11-10","Norway",NA,"Odderneshallen","Klubbstevne",2010,58.1569948,8.0147633,9,0.522440120067563,0.073561450634955,0.849496929908679
2198,"nsf/1871","NSF","04-12-10","Norway",NA,"Spikkestad","Benkpress-cup",2010,59.7439645,10.3369795,21,0.495686955236327,0.0904121149012519,0.863782433189991
2199,"nsf/1872","NSF","07-12-10","Norway",NA,"Vestlund park","Åpent stevne",2010,60.3619989,5.2896307,12,0.492412488704081,0.0455898440210639,0.869167134152223
2200,"nsf/1873","NSF","11-12-10","Norway",NA,"Lurahallen","Julestevne",2010,58.8822822,5.738615,7,0.514208109087486,0.0516748239040253,0.856107314022699
2201,"nsf/1874","NSF","11-12-10","Norway",NA,"Bjølsenhallen","Åpent julestevne",2010,59.9407928,10.7580767,17,0.492090972424502,0.0934982601570676,0.865508261200267
2202,"nsf/1875","NSF","11-12-10","Norway",NA,"Odinhallen","Klubbstevne",2010,57.8,4.06,11,0.531538998804222,0.0377282168835814,0.846193166127564
2203,"nsf/1876","NSF","08-12-10","Norway",NA,"Halden","Seriestevne",2010,59.1140935,11.3937252,5,0.503213878988017,0.101408367103283,0.858191199602559
2204,"nsf/1877","NSF","11-12-10","Norway",NA,"Sandehallen","Julestevne",2010,59.5867977,10.2420701,26,0.498165839427598,0.0900118581340786,0.8623970441871
2205,"nsf/1878","NSF","11-12-10","Norway",NA,"Melhus","Åpent stevne",2010,63.2855424,10.2781423,15,0.442330651720348,0.0802107981427066,0.893257982001819
2206,"nsf/1879","NSF","11-12-10","Norway",NA,"Vestlund park","Åpent julestevne",2010,60.3619989,5.2896307,18,0.492412488704081,0.0455898440210639,0.869167134152223
2208,"nsf/1880","NSF","11-12-10","Norway",NA,"Hommersåk","Julestevne",2010,58.9281926,5.8506145,9,0.513423534952928,0.0526099348002406,0.856521143064638
2209,"nsf/1881","NSF","11-12-10","Norway",NA,"Brumunddal","Klubbmesterskap",2010,60.8809476,10.9394782,7,0.477783032095405,0.0923479675015061,0.873610455031338
2210,"nsf/1882","NSF","11-12-10","Norway",NA,"Ganddal","Julestevne",2010,58.8220008,5.7206512,12,0.515120232810012,0.0516033566143398,0.855563112421224
2211,"nsf/1883","NSF","18-12-10","Norway",NA,"Bjørns Gym","Julestevne",2010,58.965284,5.762383,10,0.51295215254667,0.0517635536160304,0.85685507742837
2215,"nsf/1889","NSF","18-12-10","Norway",NA,"Gruben","Åpent stevne",2010,66.3158726,14.1946759,9,0.389429628291655,0.0985023420452417,0.915773909445025
2217,"nsf/1890","NSF","18-12-10","Norway",NA,"Spikkestad","Julestevne",2010,59.7439645,10.3369795,7,0.495686955236327,0.0904121149012519,0.863782433189991
2218,"nsf/1891","NSF","18-12-10","Norway",NA,"Sjøholt","Åpent stevne",2010,62.4826418,6.8163821,9,0.458751601753797,0.0548358532009834,0.886870902156591
2219,"nsf/1892","NSF","18-12-10","Norway",NA,"Trondheim","Julestevne",2010,63.4305149,10.3950528,13,0.439941582204988,0.080705124266969,0.894392580002778
2220,"nsf/1893","NSF","29-12-10","Norway",NA,"Askim bedriftssenter","Klubbstevne",2010,59.5755724,11.1897782,6,0.496774647150564,0.0982719308729413,0.862297847353765
2221,"nsf/1894","NSF","28-12-10","Norway",NA,"Elnesvågen","Åpent stevne",2010,62.8542887,7.1376221,3,0.452719266255416,0.0566910709805034,0.889849081829184
2222,"nsf/1895","NSF","18-12-10","Norway",NA,"Haugesund","Klubbstevne",2010,59.413581,5.2679869,7,0.506688125991662,0.0467185108567193,0.860862662520793
2223,"nsf/1897","NSF","22-12-10","Norway",NA,"Gressvik","Åpent stevne",2010,59.2197767,10.9065679,16,0.502502689485628,0.0968265057213643,0.859136586841406
2224,"nsf/1898","NSF","30-12-10","Norway",NA,"Varhol","Åpent stevne",2010,57.8,4.06,6,0.531538998804222,0.0377282168835814,0.846193166127564
2225,"nsf/1899","NSF","11-01-11","Norway",NA,"Vestlund park","Åpent stevne",2011,60.3619989,5.2896307,9,0.492412488704081,0.0455898440210639,0.869167134152223
2228,"nsf/1900","NSF","15-01-11","Norway",NA,"Sandehallen","Åpent stevne",2011,59.5867977,10.2420701,14,0.498165839427598,0.0900118581340786,0.8623970441871
2229,"nsf/1902","NSF","15-01-11","Norway",NA,"Odderneshallen","Klubbstevne",2011,58.1569948,8.0147633,11,0.522440120067563,0.073561450634955,0.849496929908679
2230,"nsf/1903","NSF","14-01-11","Norway",NA,"Elnesvågen","Klubbstevne",2011,62.8542887,7.1376221,3,0.452719266255416,0.0566910709805034,0.889849081829184
2231,"nsf/1905","NSF","28-01-11","Norway",NA,"Sandehallen","Benk-cup",2011,59.5867977,10.2420701,21,0.498165839427598,0.0900118581340786,0.8623970441871
2232,"nsf/1906","NSF","30-01-11","Norway",NA,"Falkøping","Falkøping åpent stevne",2011,57.8,4.06,1,0.531538998804222,0.0377282168835814,0.846193166127564
2233,"nsf/1907","NSF","22-01-11","Norway",NA,"Alta","Finnmarkmesterskapet",2011,69.9550298,23.3279046,9,0.314738394250993,0.135729522270063,0.939423887267429
2234,"nsf/1908","NSF","28-01-11","Norway",NA,"Varhol","Åpent stevne",2011,57.8,4.06,9,0.531538998804222,0.0377282168835814,0.846193166127564
2235,"nsf/1909","NSF","30-01-11","Norway",NA,"Sundbyberg Sverige","Seriestevne",2011,59.4098905,17.9281825,1,0.484182570864439,0.156649755031005,0.860829885819393
2237,"nsf/1910","NSF","01-02-11","Norway",NA,"Vestlund park","Åpent stevne",2011,60.3619989,5.2896307,13,0.492412488704081,0.0455898440210639,0.869167134152223
2238,"nsf/1911","NSF","04-02-11","Norway",NA,"København Danmark","ER Equipment open benkpress",2011,55.6970613,12.5947994,22,0.550007022956088,0.122888719311898,0.826069390163358
2239,"nsf/1920","NSF","28-01-11","Norway",NA,"Melhus","Klubb stevne",2011,63.2855424,10.2781423,6,0.442330651720348,0.0802107981427066,0.893257982001819
2240,"nsf/1921","NSF","07-02-11","Norway",NA,"Varhol","Åpent stevne",2011,57.8,4.06,9,0.531538998804222,0.0377282168835814,0.846193166127564
2241,"nsf/1922","NSF","07-02-11","Norway",NA,"Trondheim","Klubbstevne",2011,63.4305149,10.3950528,4,0.439941582204988,0.080705124266969,0.894392580002778
2242,"nsf/1923","NSF","12-02-11","Norway",NA,"Brumunddal","RM Hedmark og Oppland",2011,60.8809476,10.9394782,15,0.477783032095405,0.0923479675015061,0.873610455031338
2243,"nsf/1925","NSF","12-02-11","Norway",NA,"Sandehallen","RM Østafjell",2011,59.5867977,10.2420701,38,0.498165839427598,0.0900118581340786,0.8623970441871
2244,"nsf/1926","NSF","12-02-11","Norway",NA,"Skedsmo","RM Region Øst",2011,59.9929184,11.0421988,55,0.490848245366016,0.0957864604452686,0.865963598551619
2245,"nsf/1928","NSF","03-02-11","Norway",NA,"Halden","Klubbmesterskap",2011,59.1140935,11.3937252,8,0.503213878988017,0.101408367103283,0.858191199602559
2246,"nsf/1929","NSF","12-02-11","Norway",NA,"Grubhei","RM Nord",2011,66.312308,14.268352,10,0.389357858813134,0.0990170661628511,0.915748916673644
