MeetID,MeetPath,Federation,Date,MeetCountry,MeetState,MeetTown,MeetName
0,365strong/1601,365Strong,2016-10-29,USA,NC,Charlotte,2016 Junior & Senior National Powerlifting Championships
1,365strong/1602,365Strong,2016-11-19,USA,MO,Ozark,Thanksgiving Powerlifting Classic
2,365strong/1603,365Strong,2016-07-09,USA,NC,Charlotte,Charlotte Europa Games
3,365strong/1604,365Strong,2016-06-11,USA,SC,Rock Hill,Carolina Cup Push Pull Challenge
4,365strong/1605,365Strong,2016-04-10,USA,SC,Rock Hill,Eastern USA Challenge
5,365strong/1701,365Strong,2017-04-22,USA,NC,Charlotte,Charlotte Europa Games
6,365strong/1702,365Strong,2017-01-21,USA,GA,Martinez,New Year Challenge
7,365strong/1703,365Strong,2017-06-10,USA,MO,Lake Ozark,Midwest Regionals
8,365strong/1704,365Strong,2017-07-15,USA,SC,Rock Hill,Victory Cup Challenge
9,365strong/1705,365Strong,2017-08-12,USA,NC,Fayetteville,Eastern Regional Championship
10,365strong/1706,365Strong,2017-09-30,USA,IN,Evansville,Ohio Valley Regional Open Powerlifting Championships
11,365strong/1707,365Strong,2017-09-30,USA,IN,Evansville,US Masters Open
12,365strong/1708,365Strong,2017-10-28,USA,NC,Charlotte,2017 Men & Women National Powerlifting Championships
13,aau/1601,AAU,2016-07-09,USA,CA,San Jose,Kindred NorCal Powerlifting Championships
14,aau/1602,AAU,2016-09-23,USA,NV,Las Vegas,2016 AAU Worlds
15,aau/1701,AAU,2017-02-25,USA,CA,San Diego,So Cal Meet
16,aau/1702,AAU,2017-05-20,USA,CA,Los Angeles,Battle of Los Angeles
17,aau/1703,AAU,2017-02-11,USA,CA,Santa Barbara,Central California Meet
18,aau/1704,AAU,2017-03-18,USA,CA,Santa Clara,American Meet
19,aau/1705,AAU,2017-01-21,USA,NV,Las Vegas,Sin City Powerlifting
20,apa/1401,APA,2014-10-04,USA,OR,Portland,Elite Fall Classic
21,apa/1601,APA,2016-01-30,USA,OR,Portland,APA Winter Classic
22,apa/1602,APA,2016-04-16,USA,OR,Clackamas,Elite Spring Challenge District 7 Regionals
23,apa/1701,APA,2017-01-21,USA,AK,Searcy,Rhino Open Championships
24,apa/1702,APA,2017-08-05,USA,MI,Metamora,Michigan Summer Iron Bash
25,apa/1703,APA,2017-07-29,USA,AL,Tuscaloosa,Raw Wars III
26,apa/1704,APA,2017-07-22,USA,MI,Ellisville,Missouri Raw Summer Iron Bash
27,apa/1705,APA,2017-07-15,USA,TX,El Paso,Lone Star Raw Championships
28,apa/1706,APA,2017-05-20,USA,OH,Lebanon,Raw Nationals
29,apa/1707,APA,2017-07-08,USA,AR,Newport,Southern States
30,apa/1708,APA,2017-06-17,USA,NJ,Hillsborough,Garden State Raw Championships
31,apa/1709,APA,2017-06-10,USA,AR,Harrison,Clash of the Iron Warriors
32,apa/1710,APA,2017-05-20,USA,FL,Largo,Blessed Iron Bash
33,apa/1711,APA,2017-05-13,USA,MS,Philadelphia,Mississippi State Championships
34,apa/1712,APA,2017-05-13,USA,VT,Brattleboro,30th Can-Am International Championships
35,apa/1713,APA,2017-04-15,USA,TX,McAllen,Region 6 Championships
36,apa/1714,APA,2017-04-01,USA,TX,El Paso,Sun City Championships
37,apa/1715,APA,2017-02-18,USA,AR,Harrison,Arkansas Raw Championships
38,apa/1716,APA,2017-08-19,USA,AR,Conway,Battle of the Badasses
39,apa/1717,APA,2017-09-02,USA,MO,Leadington,Ozark Open
40,apa/1718,APA,2017-04-22,USA,MO,Jackson,ShowMe State Raw Championships
41,apa/1719,APA,2017-03-25,USA,UT,St. George,Utah Open Raw Championships
42,apa/1720,APA,2017-01-21,USA,FL,Largo,Thunderbay Throwdown
43,apa/1721,APA,2017-10-07,USA,TX,Weslaco,US Open
44,apa/1722,APA,2017-09-23,USA,UT,St. George,West Coast Raw Championships
45,apa/1723,APA,2017-09-16,USA,MI,Clawson,4th Annual Wolverine Open Raw Championships
46,apc/1701,APC,2017-06-24,USA,GA,Gainesville,15th Annual Nationals
47,apc/1702,APC,2017-03-18,USA,GA,Gainesville,Georgia State Championships
48,apf/1101,APF,2011-10-29,USA,FL,Orlando,APF-AAPF Southern States
49,apf/1501,APF,2015-06-12,USA,MI,Grand Rapids,2015 APF Raw Nationals
50,apf/1601,APF,2016-08-06,USA,ME,Westbrook,2016 APF Maine State Powerlifting
51,apf/1602,WPC,2016-08-06,USA,MI,Grand Rapids,2016 WPC Single Lift Championships
52,apf/1603/aapf,AAPF,2016-07-30,USA,ND,Fargo,AAPF North Dakota Championship
53,apf/1603/apf,APF,2016-07-30,USA,ND,Fargo,APF North Dakota Championship
54,apf/1604/aapf,AAPF,2016-07-30,USA,IL,Chicago,Chicago Summer Bash 13
55,apf/1604/apf,APF,2016-07-30,USA,IL,Chicago,Chicago Summer Bash 13
56,apf/1605,WPC,2016-08-27,USA,FL,Jacksonville,WPC Open Challenge
57,apf/1606,CAPO,2016-08-13,Australia,NSW,Cronulla,CAPO/WPC 3-Lift National Titles
58,apf/1607,APF,2016-05-06,USA,IL,Lombard,APF Raw Nationals
59,apf/1608,APF,2016-05-27,USA,FL,Orlando,APF Equipped Nationals
60,apf/1609,APF,2016-09-24,USA,SD,Chamberlain,Midwest Iron Reaping
61,apf/1610,APF,2016-10-07,USA,MI,Grand Rapids,2016 Michigan APF Fall Open
62,apf/1611,APF,2016-09-17,USA,FL,,OPI Open
63,apf/1612,WPC,2016-10-01,Finland,,Helsinki,Metal Nutrition Power Expo 2016
64,apf/1613,APF,2016-09-17,USA,CA,Fresno,2016 APF California Fall Classic
65,apf/1614,WPC,2016-11-07,USA,LA,Baton Rouge,2016 WPC Worlds
66,apf/1615,APF,2016-10-29,USA,IL,,2016 Beast of the Bench
67,apf/1616,APF,2016-10-29,USA,IL,,2016 Rise of the Deadlift
68,apf/1617,APF,2016-10-22,USA,FL,,Southern States Championships
69,apf/1618,APF,2016-11-04,USA,ME,Westbrook,New England Powerlifting & Bench Press Championships
70,apf/1619,APF,2016-12-03,USA,FL,New Port Richey,Gulf Coast Winter Bash
71,apf/1620,APF,2016-12-17,USA,IL,,IL Raw Power Challenge
72,apf/1701,APF,2017-04-01,USA,FL,Tampa,Gulfcoast
73,apf/1702,APF,2017-04-22,USA,IL,,AAPF IL High School Championships
74,apf/1703,WPC,2017-03-25,Finland,,Juva,Finnish Nationals
75,apf/1704,APF,2017-05-07,USA,FL,Lake Buena Vista,Raw National Championships
76,apf/1705,APF,2017-05-06,USA,ME,Portland,Maine State Championship
77,apf/1706,APF,2017-02-04,USA,CA,Santa Maria,California Central Coast Open
78,apf/1707,APF,2017-04-22,USA,OR,Portland,Spring Challenge
79,apf/1708,APF,2017-05-26,USA,IL,Lombard,AAPF Nationals 2017
80,apf/1709,APF,2017-04-30,USA,IL,,ILPL Meet for MDA
81,apf/1710,WPC,2017-04-15,Ireland,,Limerick,Irish Pro Invitational 2
82,apf/1711,APF,2017-03-25,USA,IA,,Armed Forces Show and Iowa and Nebraska State Championships
83,apf/1712,APF,2017-06-15,USA,FL,,APF Equipped Nationals
84,apf/1713,APF,2017-03-25,USA,IL,,IL State Meet
85,apf/1714,APF,2017-05-20,USA,ID,,Teton Powerlifting Championships
86,apf/1715,WPC,2017-07-03,Finland,,Helsinki,European Championships
87,apf/1716,APF,2017-07-22,USA,,,Show of Strength
88,apf/1717,APF,2017-07-16,USA,TX,,Texas Firefighter
89,apf/1718,APF,2017-06-10,USA,UT,,Utah State Championships
90,apf/1719,WPC,2017-08-05,USA,MI,Grand Rapids,Single Lift Championships
91,apf/1720,APF,2017-03-11,USA,MI,,Michigan State Meet
92,apf/1721,APF,2017-08-05,USA,ME,Westbrook,Maine State Push-Pull
93,apf/1722,APF,2017-07-29,USA,IL,Chicago,Chicago Summer Bash 14
94,apf/1723,APF,2017-01-07,USA,SC,Ft. Jackson,Victory Starts Here
95,apf/1724,APF,2017-04-29,USA,CA,,Cal State Meet
96,apf/1725,APF,2017-02-04,USA,SD,,SD State Powerlifting Championships
97,apf/1726,WPC,2017-08-31,USA,ID,,WPC/AWPC World Cup
98,apf/1727,APF,2017-09-09,USA,OH,,Ohio State Meet
99,apf/1728,WPC,2017-09-08,USA,IL,,AWPC Worlds
100,apf/1729,APF,2017-07-29,USA,ND,,North Dakota Powerlifting Championship
101,apf/1730,APF,2017-09-24,USA,SC,,Pro Fitness Go Heavy or Go Home
102,apf/1731,APF,2017-02-19,USA,FL,,Florida State Championships
103,apf/1732,APF,2017-10-07,USA,MI,Grand Rapids,Fall Open
104,apf/1733,APF,2017-09-30,USA,SD,Chamberlain,Midwest Iron Reaping
105,apf/1734,APF,2017-10-07,USA,MS,Moss Point,Power Pit Classic
106,apf/1735,APF,2017-10-28,USA,IL,,Rise of the Deadlift & Bench of the Beast
107,asianpf/8401,AsianPF,1984-07-19,Indonesia,,Bandung,1st Asian Powerlifting Championship
108,bb/0901,BB,2009-12-05,Russia,,,Unlimited Force
109,bb/0902,BB,2009-09-29,Russia,,,Nutrasport Elite Cup
110,bb/0903,BB,2009-05-23,Russia,,,Clear Victory
111,bb/0904,BB,2009-12-19,Russia,,,National Championship
112,bb/1001,BB,2010-12-18,Russia,,Moscow,Worldlifting 2010
113,bb/1002,BB,2010-05-14,Russia,,Moscow,European RAW Powerlifting and Bench Press Championship
114,bb/1003,BB,2010-03-07,Russia,,,Russian Hero
115,bb/1004,BB,2010-12-18,Russia,,,National Championship
116,bb/1101,BB,2011-12-10,Russia,,,2011 National Championship
117,bb/1102,BB,2011-05-28,Russia,,Moscow,Eurolifting 2011
118,bb/1201,BB,2012-04-27,Russia,,Moscow,European Raw Pro Bench Press Championship
119,capo/1701,CAPO,2017-06-03,Australia,NSW,,NSW State Titles
120,capo/1702,CAPO,2017-05-21,Australia,SA,,SA State Titles
121,capo/1703,CAPO,2017-04-30,Australia,QLD,,QLD State Titles
122,capo/1704,CAPO,2017-05-20,Australia,VIC,,VIC State Titles
123,capo/1705,CAPO,2017-04-25,Australia,,,Anzac Day Competition
124,capo/1706,CAPO,2017-10-07,Australia,WA,Perth,Wild West Shootout 6
125,commonwealthpf/0501,CommonwealthPF,2005-09-05,England,,Northumberland,1st Mens Commonwealth Powerlifting Championships
126,commonwealthpf/0502,CommonwealthPF,2005-09-05,England,,Northumberland,1st Womens Commonwealth Powerlifting Championships
127,commonwealthpf/0701,CommonwealthPF,2007-12-05,New Zealand,,Christchurch,2007 Mens Commonwealth Powerlifting Championships
128,commonwealthpf/0702,CommonwealthPF,2007-12-05,New Zealand,,Christchurch,2007 Womens Commonwealth Powerlifting Championships
129,commonwealthpf/0901,CommonwealthPF,2009-12-09,India,MH,Pune,Commonwealth Powerlifting Championships 2009
130,commonwealthpf/0902,CommonwealthPF,2009-12-09,India,MH,Pune,Commonwealth Benchpress Championships 2009
131,commonwealthpf/1101,CommonwealthPF,2011-12-16,England,,Bournemouth,2011 Commonwealth Powerlifting Championships
132,commonwealthpf/1301,CommonwealthPF,2013-12-05,New Zealand,,Auckland,Commonwealth Mens Equipped Benchpress Championships 2013
133,commonwealthpf/1302,CommonwealthPF,2013-12-04,New Zealand,,Auckland,Commonwealth Mens Equipped Powerlifting Championships 2013
134,commonwealthpf/1303,CommonwealthPF,2013-12-05,New Zealand,,Auckland,Commonwealth Mens Raw Benchpress Championships 2013
135,commonwealthpf/1304,CommonwealthPF,2013-12-06,New Zealand,,Auckland,Commonwealth Mens Raw Powerlifting Championships 2013
136,commonwealthpf/1305,CommonwealthPF,2013-12-05,New Zealand,,Auckland,Commonwealth Womens Equipped Benchpress Championships 2013
137,commonwealthpf/1306,CommonwealthPF,2013-12-05,New Zealand,,Auckland,Commonwealth Womens Raw Benchpress Championships 2013
138,commonwealthpf/1307,CommonwealthPF,2013-12-06,New Zealand,,Auckland,Commonwealth Womens Raw Powerlifting Championships 2013
139,commonwealthpf/1308,CommonwealthPF,2013-12-04,New Zealand,,Auckland,Commonwealth Womens Equipped Powerlifting Championships 2013
140,commonwealthpf/1501,CommonwealthPF,2015-12-01,Canada,BC,Richmond,2015 Commonwealth Championships
141,cpf/0601,CPF,2006-12-02,Canada,ON,Toronto,Battle in Toronto
142,cpf/1501,CPF,2015-11-20,Canada,ON,Waterloo,6th Annual St David's Full Power Bash
143,cpf/1502,CPF,2015-11-14,Canada,QC,Longueuil,Napalm Push-Pull
144,cpf/1503,CPF,2015-11-07,Canada,NS,Amherst,Autumn Armageddon
145,cpf/1504,CPF,2015-06-27,Canada,ON,Toronto,CPF Nationals
146,cpf/1601,CPF,2016-06-26,Canada,NS,Amherst,2016 Pro Nationals
147,cpf/1602,CPF,2016-12-17,Canada,ON,Scarborough,Townson Fitness Christmas Special
148,cpf/1603,CPF,2016-12-10,Canada,ON,Toronto,Torque Pro Battle for Cash
149,cpf/1604,CPF,2016-07-10,Canada,NS,Digby,Lobster Bench Bash Smash for Cash
150,cpf/1605,CPF,2016-01-30,Canada,ON,Toronto,Quantum Pro Raw Classic
151,cpf/1606,CPF,2016-11-19,Canada,ON,Mississauga,Fall at Forge
152,cpf/1607,CPF,2016-06-25,Canada,NS,Amherst,2016 Amateur Nationals
153,cpf/1608,CPF,2016-03-19,Canada,ON,Toronto,Torque Powerlifting Classic
154,cpf/1609,CPF,2016-07-23,Canada,AB,Edmonton,Evolve Bench Bash and BBQ
155,cpf/1610,CPF,2016-02-06,Canada,NS,Amherst,APC In-House Power Challenge
156,cpf/1611,CPF,2016-11-05,Canada,BC,Prince George,Northern Power Wars
157,cpf/1612,CPF,2016-10-29,Canada,ON,Toronto,Halloween Womens Only Pro/AM
158,cpf/1613,CPF,2016-08-20,Canada,NS,Amherst,CPF/APC In-House Summer Power Challenge
159,cpf/1614,CPF,2016-07-16,Canada,ON,Mississaugua,Forge Powerlifting Classic
160,cpf/1615,CPF,2016-08-13,Canada,ON,Kitchener,Warehouse Bench Bash for Cash
161,cpf/1616,CPF,2016-12-03,Canada,ON,Orleans,Barbell Assault
162,cpf/1617,CPF,2016-09-17,Canada,ON,Burlington,Womens Open
163,cpf/1618,CPF,2016-05-28,Canada,ON,Toronto,Amateur World Qualifiers
164,cpf/1619,CPF,2016-02-19,Canada,ON,Kitchener,Resurrection Push/Pull High School Meet
165,cpf/1620,CPF,2016-05-21,Canada,QC,Longueuil,The Earthquake
166,cpf/1621,CPF,2016-04-16,Canada,ON,Guelph,WPC Worlds Pro Qualifier
167,cpf/1622,CPF,2016-05-13,Canada,ON,Kitchener,High School National Championships
168,cpf/1623,CPF,2016-05-07,Canada,AB,Edmonton,Western Canadian Championships and WPC Qualifier
169,cpf/1624,CPF,2016-04-30,Canada,BC,Prince George,The Northern Powerlifting Classic
170,cpf/1625,CPF,2016-04-09,Canada,QC,Longueuil,Bench Wars
171,cpf/1626,CPF,2016-03-26,Canada,QC,Longueuil,March of Victory
172,cpf/1701,CPF,2017-01-28,Canada,AB,Edmonton,Winter Warm Up
173,cpf/1702,CPF,2017-06-03,Canada,ON,Guelph,CPF Nationals 2017
174,cpf/1703,CPF,2017-01-28,Canada,ON,Kitchener,Judgment Day
175,cpf/1704,CPF,2017-05-27,Canada,NS,Amherst,Summer Power Blast
176,cpf/1705,CPF,2017-05-26,Canada,ON,Kitchener,High School Championship
177,cpf/1706,CPF,2017-05-06,Canada,BC,Prince George,2017 GPC Nationals and CPF Western Canadian Championships
178,cpf/1707,CPF,2017-06-17,Canada,QC,Longueuil,The SSP Barbell Club Bench Meet
179,cpf/1708,CPF,2017-04-30,Canada,ON,Toronto,All in One Masters Challenge
180,cpf/1709,CPF,2017-04-22,Canada,ON,Toronto,Torque Tournament of Champions Qualifier 2
181,cpf/1710,CPF,2017-03-31,Canada,ON,Waterloo,8th Annual RCSS Push/Pull Meet
182,cpf/1711,CPF,2017-02-25,Canada,ON,Toronto,Tournament of Champions Qualifier 1
183,cpf/1712,CPF,2017-02-04,Canada,QC,Longueuil,SSP Barbell Club Winter Open
184,cpf/1713,CPF,2017-01-28,Canada,NS,Amherst,Winter Power Challenge
185,cpf/1714,CPF,2017-07-08,Canada,ON,Mississauga,2nd Annual Forge Powerlifting Classic
186,cpf/1715,CPF,2017-07-22,Canada,ON,Barrie,APS Summer Slam PRO
187,cpf/1716,CPF,2017-08-19,Canada,ON,Orleans,Raw Bench Bash
188,cpf/1717,CPF,2017-09-09,Canada,ON,Hamilton,Tournament of Champions Qualifier 3
189,cpf/1718,CPF,2017-09-16,Canada,ON,Vaughan,Women's Open
190,cpf/1719,CPF,2017-09-30,Canada,AB,Edmonton,Summer Send Off
191,cpf/1720,CPF,2017-09-30,Canada,QC,Longueuil,The Battle Begins
192,cpf/1722,CPF,2017-11-12,Canada,ON,Barrie,APS Memorial Classic
193,cpf/1723,CPF,2017-11-04,Canada,SK,Regina,Shell Shock II
194,cpl/1401,CPL,2014-07-26,Canada,BC,Prince George,Canadian Powerlifting League National Championships
195,cpl/1501,CPL,2015-06-06,Canada,BC,Prince George,Western Canadian Bash
196,cpl/1502,CPL,2015-07-25,Canada,BC,Vancouver,Vancouver PRO-AM Expo
197,cpl/1503,CPL,2015-08-29,Canada,AB,Red Deer,CPL Red Deer Nationals 2015
198,cpl/1601,CPL,2016-07-09,Canada,BC,Vancouver,2016 Canadian Cup
199,cpl/1602,CPL,2016-08-20,Canada,AB,Red Deer,Canadian National Championships
200,cpl/1603,CPL,2016-11-26,Canada,AB,Edmonton,CPL Shell Shock
201,cpl/1701,CPL,2017-03-04,Canada,ON,Toronto,Eastern Canada Regional Opener
202,cpl/1702,CPL,2017-07-08,Canada,BC,Vancouver,Vancouver Pro-Am and Expo
203,cpl/1703,CPL,2017-08-12,Canada,,,National Championship
204,cpl/1704,CPL,2017-08-26,Canada,QC,Montreal,Montreal Provincials
205,cpl/1705,CPL,2017-09-09,Canada,ON,Kingston,EPC Strength Showdown
206,cpu/1979-08-04-2cc667f7,CPU,1979-08-04,Canada,QC,,Canadian Championships
207,cpu/1983-06-18-a4ab573f,CPU,1983-06-18,Canada,AB,Pincher Creek,1983 APU Provincials
208,cpu/1984-02-25-84392b74,CPU,1984-02-25,Canada,AB,Stettler,1984 APU Provincials
209,cpu/1984-05-19-f7cd2b22,CPU,1984-05-19,Canada,AB,Pincher Creek,1984 Western Canadians
210,cpu/1985-11-30-a83aef3c,CPU,1985-11-30,Canada,AB,Lethbridge,Lethbridge Open
211,cpu/1986-01-01-88abfb1a,CPU,1986-01-01,Canada,AB,Edmonton,Edmonton Novice
212,cpu/1986-03-08-5005bbb3,CPU,1986-03-08,Canada,AB,Edmonton,1986 APU Provincials
213,cpu/1986-07-19-98064b01,CPU,1986-07-19,Canada,AB,,Alberta Open
214,cpu/1986-11-08-98064b01,CPU,1986-11-08,Canada,AB,,Alberta Open
215,cpu/1987-02-28-d7a370f0,CPU,1987-02-28,Canada,AB,Medicine Hat,1987 APU Provincials
216,cpu/1988-03-12-11214325,CPU,1988-03-12,Canada,AB,Taber,1988 APU Provincials
217,cpu/1994-05-21-774d42a4,CPU,1994-05-21,Canada,NS,Antigonish,Canadian Nationals
218,cpu/1995-02-10-520e0322,CPU,1995-02-10,Canada,BC,Chilliwack,Nationals
219,cpu/1995-02-10-b2ebf14e,CPU,1995-02-10,Canada,BC,Chilliwack,Masters Nationals
220,cpu/1995-02-10-ca5f65ac,CPU,1995-02-10,Canada,BC,Chilliwack,Junior Nationals
221,cpu/1995-02-12-24692678,CPU,1995-02-12,Canada,BC,Chilliwack,BP Nationals
222,cpu/1995-02-12-b2ebf14e,CPU,1995-02-12,Canada,BC,Chilliwack,Masters Nationals
223,cpu/1995-02-12-e009bd29,CPU,1995-02-12,Canada,BC,Chilliwack,Junior BP Nationals
224,cpu/1995-05-21-520e0322,CPU,1995-05-21,Canada,ON,Ottawa,Nationals
225,cpu/1995-10-07-34ea97f0,CPU,1995-10-07,Canada,AB,Olds,CBSA Provincials
226,cpu/1995-10-07-f48c71c4,CPU,1995-10-07,Canada,AB,Olds,Junior Provincials
227,cpu/1995-10-07-f55d983d,CPU,1995-10-07,Canada,AB,Olds,Provincials
228,cpu/1995-10-07-fe0d8fc3,CPU,1995-10-07,Canada,AB,Olds,BP Provincials
229,cpu/1995-10-28-8f3dfbc2,CPU,1995-10-28,Canada,NS,Sydney,Annual Sydney Open
230,cpu/1995-11-05-5ac66569,CPU,1995-11-05,Canada,BC,Vancouver,1995 Fall Classic
231,cpu/1995-11-05-f55d983d,CPU,1995-11-05,Canada,BC,Vancouver,Provincials
232,cpu/1996-02-10-f55d983d,CPU,1996-02-10,Canada,BC,Nanaimo,Provincials
233,cpu/1996-02-17-230c3c3e,CPU,1996-02-17,Canada,MB,Steinbach,Special Olympics Provincials
234,cpu/1996-02-17-f55d983d,CPU,1996-02-17,Canada,MB,Steinbach,Provincials
235,cpu/1996-03-01-520e0322,CPU,1996-03-01,Canada,NS,Windsor,Nationals
236,cpu/1996-03-01-b2ebf14e,CPU,1996-03-01,Canada,NS,Windsor,Masters Nationals
237,cpu/1996-03-01-ca5f65ac,CPU,1996-03-01,Canada,NS,Windsor,Junior Nationals
238,cpu/1996-04-06-195ef634,CPU,1996-04-06,Canada,AB,Bonnyville,APU Blind Invitational Championship
239,cpu/1996-04-06-93ef9d8c,CPU,1996-04-06,Canada,AB,Bonnyville,APU Novice Invitational Championship
240,cpu/1996-04-06-9b73a2f0,CPU,1996-04-06,Canada,AB,Bonnyville,APU Special Olympics Invitational Championship
241,cpu/1996-04-06-aff04a37,CPU,1996-04-06,Canada,AB,Bonnyville,APU Invitational Championship
242,cpu/1996-05-17-520e0322,CPU,1996-05-17,Canada,AB,Leduc,Nationals
243,cpu/1996-05-19-24692678,CPU,1996-05-19,Canada,AB,Leduc,BP Nationals
244,cpu/1996-08-01-c1696e52,CPU,1996-08-01,Canada,NL,Cornerbrook,1996 August Classic
245,cpu/1996-09-28-6fa6cf43,CPU,1996-09-28,Canada,AB,Edmonton,Masters Provincials
246,cpu/1996-09-28-f48c71c4,CPU,1996-09-28,Canada,AB,Edmonton,Junior Provincials
247,cpu/1996-09-28-f55d983d,CPU,1996-09-28,Canada,AB,Edmonton,Provincials
248,cpu/1996-09-28-fe0d8fc3,CPU,1996-09-28,Canada,AB,Edmonton,BP Provincials
249,cpu/1996-10-18-ab7ec3d1,CPU,1996-10-18,Canada,QC,,Disabled BP Provincials
250,cpu/1996-10-18-f55d983d,CPU,1996-10-18,Canada,QC,,Provincials
251,cpu/1996-10-18-fe0d8fc3,CPU,1996-10-18,Canada,QC,,BP Provincials
252,cpu/1996-10-19-26a740b2,CPU,1996-10-19,Canada,BC,Grand Forks,1996 Fall Classic
253,cpu/1996-10-19-f55d983d,CPU,1996-10-19,Canada,BC,Grand Forks,Provincials
254,cpu/1996-11-22-c575a4da,CPU,1996-11-22,Canada,NS,Sherbrooke,St Mary's Open
255,cpu/1996-11-24-23755b03,CPU,1996-11-24,Canada,BC,Vancouver,Spartacus Winter Open
256,cpu/1997-02-02-19ef9880,CPU,1997-02-02,Canada,QC,Rimouski,Eastern Quebec Bench Press Qualifier
257,cpu/1997-02-02-956c8548,CPU,1997-02-02,Canada,QC,Rimouski,Eastern Quebec Powerlifting Qualifier
258,cpu/1997-03-01-24692678,CPU,1997-03-01,Canada,MB,Winnipeg,BP Nationals
259,cpu/1997-03-01-520e0322,CPU,1997-03-01,Canada,MB,Winnipeg,Nationals
260,cpu/1997-04-05-b2ebf14e,CPU,1997-04-05,Canada,NL,Cornerbrook,Masters Nationals
261,cpu/1997-04-05-ca5f65ac,CPU,1997-04-05,Canada,NL,Cornerbrook,Junior Nationals
262,cpu/1997-04-26-e20b5271,CPU,1997-04-26,Canada,AB,Vegreville,Vegreville Invitational Championships
263,cpu/1997-05-18-520e0322,CPU,1997-05-18,Canada,ON,Toronto,Nationals
264,cpu/1997-09-21-36c1f98e,CPU,1997-09-21,Canada,ON,Toronto,Toronto Open
265,cpu/1997-10-04-230c3c3e,CPU,1997-10-04,Canada,AB,Leduc,Special Olympics Provincials
266,cpu/1997-10-04-f55d983d,CPU,1997-10-04,Canada,AB,Leduc,Provincials
267,cpu/1997-10-04-fe0d8fc3,CPU,1997-10-04,Canada,AB,Leduc,BP Provincials
268,cpu/1997-10-18-f55d983d,CPU,1997-10-18,Canada,QC,,Provincials
269,cpu/1997-10-18-fe0d8fc3,CPU,1997-10-18,Canada,QC,,BP Provincials
270,cpu/1997-10-19-bba8a1c4,CPU,1997-10-19,Canada,BC,Chilliwack,1997 Fall Classic
271,cpu/1997-10-19-f55d983d,CPU,1997-10-19,Canada,BC,Chilliwack,Provincials
272,cpu/1997-11-08-0f192072,CPU,1997-11-08,Canada,PE,Charlottetown,Eastern Canadian BP Championships
273,cpu/1997-11-08-64617aa8,CPU,1997-11-08,Canada,PE,Charlottetown,Eastern Canadian Powerlifting Championships
274,cpu/1998-02-20-24692678,CPU,1998-02-20,Canada,SK,Moose Jaw,BP Nationals
275,cpu/1998-02-20-520e0322,CPU,1998-02-20,Canada,SK,Moose Jaw,Nationals
276,cpu/1998-02-20-934e8114,CPU,1998-02-20,Canada,SK,Moose Jaw,Masters BP Nationals
277,cpu/1998-02-20-b2ebf14e,CPU,1998-02-20,Canada,SK,Moose Jaw,Masters Nationals
278,cpu/1998-02-20-ca5f65ac,CPU,1998-02-20,Canada,SK,Moose Jaw,Junior Nationals
279,cpu/1998-02-20-e009bd29,CPU,1998-02-20,Canada,SK,Moose Jaw,Junior BP Nationals
280,cpu/1998-03-01-a672baf1,CPU,1998-03-01,Canada,BC,Nanaimo,BC Mens' Provincial Championship
281,cpu/1998-03-01-f55d983d,CPU,1998-03-01,Canada,BC,Nanaimo,Provincials
282,cpu/1998-04-04-3ca2331c,CPU,1998-04-04,Canada,AB,Calgary,Western Canadian BP Invitational
283,cpu/1998-04-04-c307bb8b,CPU,1998-04-04,Canada,AB,Calgary,Western Canadian Special Olympics Invitational
284,cpu/1998-04-04-c88d3ab8,CPU,1998-04-04,Canada,AB,Calgary,Western Canadian Open Invitational
285,cpu/1998-04-04-f55d983d,CPU,1998-04-04,Canada,QC,Baie-Comeau,Provincials
286,cpu/1998-04-04-fe0d8fc3,CPU,1998-04-04,Canada,QC,Baie-Comeau,BP Provincials
287,cpu/1998-04-25-f55d983d,CPU,1998-04-25,Canada,NL,Cornerbrook,Provincials
288,cpu/1998-04-25-fe0d8fc3,CPU,1998-04-25,Canada,NL,Cornerbrook,BP Provincials
289,cpu/1998-05-17-520e0322,CPU,1998-05-17,Canada,BC,Richmond,Nationals
290,cpu/1998-06-13-280ca179,CPU,1998-06-13,Canada,,,1998 Lower Mainland Open
291,cpu/1998-06-13-56f53beb,CPU,1998-06-13,Canada,,,1998 Lower Mainland BP Only
292,cpu/1998-08-01-98aec0e1,CPU,1998-08-01,Canada,NL,,1998 YMCA August Classic
293,cpu/1998-09-13-478b879e,CPU,1998-09-13,Canada,QC,St-Lambert,1998 Southern Quebec Open Bench Press
294,cpu/1998-10-03-f55d983d,CPU,1998-10-03,Canada,AB,Vegreville,Provincials
295,cpu/1998-10-03-fe0d8fc3,CPU,1998-10-03,Canada,AB,Vegreville,BP Provincials
296,cpu/1998-10-10-ed3c1532,CPU,1998-10-10,Canada,BC,Coquitlam,1998 Fall Classic
297,cpu/1998-10-10-f55d983d,CPU,1998-10-10,Canada,BC,Coquitlam,Provincials
298,cpu/1998-10-24-8dc59241,CPU,1998-10-24,Canada,SK,Moose Jaw,Moose Jaw Open Powerlifting
299,cpu/1998-10-24-b0b051ca,CPU,1998-10-24,Canada,SK,Moose Jaw,Moose Jaw Special Olympics Powerlifting
300,cpu/1998-11-07-05b6fedf,CPU,1998-11-07,Canada,QC,Rimouski,1998 Eastern Quebec Powerlifting Qualifier
