MeetID,MeetPath,Federation,Date,MeetCountry,MeetState,MeetTown,MeetName
1567,nsf/1066,NSF,2007-10-27,Norway,,Rana,Seriestevne
1568,nsf/1067,NSF,2006-12-27,Norway,,Gressvik,Klubbstevne
1569,nsf/1068,NSF,2007-05-22,Norway,,Bergen,Åpent stevne
1570,nsf/1069,NSF,2007-11-05,Norway,,Lørenskog,Klubbmesterskap
1571,nsf/107,NSF,2000-10-28,Norway,,Askim,Seriestevne
1572,nsf/1070,NSF,2007-10-13,Norway,,Borås,Benkpressstevne
1573,nsf/1073,NSF,2007-09-29,Norway,,Bergen,KM benkpress
1574,nsf/1074,NSF,2007-11-16,Norway,,Bergen,NM Ungdom Junior og Veteran
1575,nsf/1075,NSF,2007-12-08,Norway,,Bergen,Julestevne
1576,nsf/1076,NSF,2007-12-08,Norway,,Spikkestad,Benkpress-cup
1577,nsf/1077,NSF,2007-12-12,Norway,,Brumunddal,Seriestevne
1578,nsf/1078,NSF,2007-12-15,Norway,,Oslo,Åpent stevne
1579,nsf/1079,NSF,2007-12-15,Norway,,Rana,Julestevne
1580,nsf/108,NSF,2000-10-28,Norway,,Askim,Benkcup
1581,nsf/1080,NSF,2007-12-08,Norway,,Ganddal,Julestevne
1582,nsf/1081,NSF,2007-12-15,Norway,,Trondheim,Klubbstevne
1583,nsf/1082,NSF,2007-12-15,Norway,,Røros,Klubbstevne
1584,nsf/1083,NSF,2007-12-11,Norway,,Sande,Julestevne
1585,nsf/1084,NSF,2007-12-14,Norway,,Melhus,Klubbstevne
1586,nsf/1085,NSF,2007-12-22,Norway,,Fræna,Julestevne
1587,nsf/1087,NSF,2007-12-22,Norway,,Stavanger,Julestevne
1588,nsf/1088,NSF,2007-12-22,Norway,,Hommersåk,Klubbstevne
1589,nsf/1089,NSF,2007-12-08,Norway,,Elnesvågen,Midt-norsk benkpress
1590,nsf/109,NSF,2000-10-28,Norway,,Mo i Rana,Seriestevne
1591,nsf/1090,NSF,2007-10-24,Norway,,Askim,Seriestevne
1592,nsf/1091,NSF,2007-10-27,Norway,,Oddernes,Klubbstevne
1593,nsf/1092,NSF,2007-11-10,Norway,,Skoger,Klubbstevne
1594,nsf/1093,NSF,2007-12-01,Norway,,Oddernes,Klubbstevne
1595,nsf/1094,NSF,2007-12-05,Norway,,Askim,Seriestevne
1596,nsf/1095,NSF,2007-12-21,Norway,,Gressvik,Åpent stevne
1597,nsf/1096,NSF,2007-11-03,Norway,,Gressvik,KM benkpress
1598,nsf/1097,NSF,2008-01-19,Norway,,Sande,Seriestevne
1599,nsf/1098,NSF,2008-01-19,Norway,,Brumunddal,Klubbmesterskap
1600,nsf/1099,NSF,2008-01-12,Norway,,Oddernes,Klubbstevne
1601,nsf/11,NSF,2000-02-11,Norway,,Fredrikstad,Seriestevne
1602,nsf/110,NSF,2000-11-11,Norway,,Skogn,KM Benkpress
1603,nsf/1100,NSF,2008-01-23,Norway,,Askim,Klubbstevne
1604,nsf/1101,NSF,2008-01-26,Norway,,Melhus,Klubbmesterskap
1605,nsf/1102,NSF,2008-02-09,Norway,,Varhol,Åpent stevne
1606,nsf/1103,NSF,2008-02-23,Norway,,Steinkjer,RM Midt-Norge
1607,nsf/1105,NSF,2008-02-27,Norway,,Varhol Fræna,Klubbstevne
1608,nsf/1106,NSF,2008-02-19,Norway,,Lurahallen,Lagserien
1609,nsf/1107,NSF,2008-02-23,Norway,,Grubhei,Regionmesterskap
1610,nsf/111,NSF,2000-11-11,Norway,,Bergen,Junior NM
1611,nsf/1110,NSF,2008-02-23,Norway,,Brumunddal,RM Benkpress
1612,nsf/1111,NSF,2008-02-23,Norway,,Brumunddal,Regionmesterskap
1613,nsf/1112,NSF,2008-02-23,Norway,,Sande,Regionmesterskap
1614,nsf/1113,NSF,2008-02-23,Norway,,Sande,RM Benkpress
1615,nsf/1114,NSF,2008-02-23,Norway,,Haukelandshallen,RM Benkpress
1616,nsf/1115,NSF,2008-02-23,Norway,,Haukelandshallen,Regionmesterskap
1617,nsf/1116,NSF,2008-02-23,Norway,,Halden,Regionmesterskap
1618,nsf/1117,NSF,2008-02-23,Norway,,Newcastle,Ungdomsstevne
1619,nsf/1118,NSF,2008-03-01,Norway,,Lurahallen,Regionmesterskap
1620,nsf/1119,NSF,2008-01-30,Norway,,Elnesvågen,Klubbstevne
1621,nsf/1120,NSF,2008-03-08,Norway,,Sande,Benk-cup
1622,nsf/1121,NSF,2008-03-12,Norway,,Brumunddal,Seriestevne
1623,nsf/1122,NSF,2008-03-10,Norway,,Halden,Klubbmesterskap
1624,nsf/1123,NSF,2008-02-02,Norway,,Alta,Finnmarkmesterskapet
1625,nsf/1124,NSF,2008-01-21,Norway,,Halden,Klubbmesterskap
1626,nsf/1128,NSF,2008-03-21,Norway,,Fræna,Åpent stevne
1627,nsf/113,NSF,2000-11-18,Norway,,Fredrikstad,Kretsmesterskap Benk
1628,nsf/1130,NSF,2008-03-26,Norway,,Elnesvågen,Klubbstevne
1629,nsf/1131,NSF,2008-04-05,Norway,,Bergen,Seriestevne
1630,nsf/1132,NSF,2008-04-05,Norway,,Sande,Seriestevne
1631,nsf/1133,NSF,2008-04-16,Norway,,Fræna,Åpent Stevne
1632,nsf/1134,NSF,2008-04-09,Norway,,Askim,Seriestevne
1633,nsf/1135,NSF,2008-04-14,Norway,,Lurahallen,Lagserie
1634,nsf/1136,NSF,2008-04-21,Norway,,Røros,Åpent Stevne
1635,nsf/114,NSF,2000-11-25,Norway,,Drammen,Benkcup
1636,nsf/1143,NSF,2008-04-26,Norway,,Spikkestad,Åpent stevne
1637,nsf/1144,NSF,2008-04-30,Norway,,Fræna,Åpent stevne
1638,nsf/1145,NSF,2008-04-29,Norway,,Lørenskog,Åpent stevne
1639,nsf/1146,NSF,2008-04-26,Norway,,Grubhei,Seriestevne
1640,nsf/1147,NSF,2008-05-02,Norway,,Hamar,Nasjonalt ungdom og juniorstevne
1641,nsf/1149,NSF,2008-04-26,Norway,,Ganddal,Klubbstevne
1642,nsf/1153,NSF,2008-05-05,Norway,,Sunnfjord gym,Klubbstevne
1643,nsf/1154,NSF,2008-04-25,Norway,,Trondheim,Klubbstevne
1644,nsf/1155,NSF,2008-04-14,Norway,,Gressvik,Åpent stevne
1645,nsf/1156,NSF,2008-05-10,Norway,,Kristiandsand,Klubbmesterskap
1646,nsf/1158,NSF,2008-05-31,Norway,,Sande,NM Benkpress
1647,nsf/1159,NSF,2008-05-10,Norway,,Alta,Regionmesterskap
1648,nsf/116,NSF,2000-12-02,Norway,,Florø,Kretsmesterskap
1649,nsf/1161,NSF,2008-05-28,Norway,,Lurahallen,Klubbstevne
1650,nsf/1162,NSF,2008-06-07,Norway,,Stavanger,Klubbstevne
1651,nsf/1163,NSF,2008-06-07,Norway,,Haukelandshallen,Klubbstevne
1652,nsf/1165,NSF,2008-06-06,Norway,,Melhus,Klubbmesterskap
1653,nsf/1166,NSF,2008-06-16,Norway,,Grubhei,Seriestevne
1654,nsf/1168,NSF,2008-06-04,Norway,,Hommersåk,Klubbstevne
1655,nsf/117,NSF,2000-12-02,Norway,,Dokka,Klubbstevne
1656,nsf/1170,NSF,2008-06-14,Norway,,Sande,Klubbmesterskap
1657,nsf/1172,NSF,2008-06-16,Norway,,Halden,Seriestevne
1658,nsf/1173,NSF,2008-06-18,Norway,,Brumunddal,Seriestevne
1659,nsf/1174,NSF,2008-06-16,Norway,,Gressvik,Åpent stevne
1660,nsf/1175,NSF,2008-07-14,Norway,,Fræna,Klubbstevne
1661,nsf/118,NSF,2000-12-09,Norway,,Bergen,Seriestevne
1662,nsf/1185,NSF,1975-03-01,Norway,,Oslo,NM Old Boys
1663,nsf/1186,NSF,2008-08-13,Norway,,Elnesvågen,Åpent stevne
1664,nsf/1187,NSF,2008-08-20,Norway,,Sandnes,Seriestevne
1665,nsf/1188,NSF,2008-08-16,Norway,,Melhus,Klubbmesterskap
1666,nsf/1189,NSF,2008-08-30,Norway,,Bergen,Åpent stevne
1667,nsf/119,NSF,2000-12-09,Norway,,Oslo,Lagfinale
1668,nsf/1190,NSF,2008-08-23,Norway,,Ganddal,Klubbstevne
1669,nsf/1194,NSF,2008-08-13,Norway,,Fræna,Klubbstevne
1670,nsf/1195,NSF,2008-09-06,Norway,,Sande,Seriestevne
1671,nsf/1196,NSF,2008-09-10,Norway,,Brumunddal,Benkpresstevne
1672,nsf/1197,NSF,2008-09-10,Norway,,Brumunddal,Seriestevne
1673,nsf/1198,NSF,2008-09-13,Norway,,Fræna,Åpent stevne
1674,nsf/1199,NSF,2008-09-22,Norway,,Skedsmo,Klubbmesterskap
1675,nsf/12,NSF,2000-02-12,Norway,,Askim,Seriestevne
1676,nsf/120,NSF,2000-12-09,Norway,,Sandnes,KM Markløft
1677,nsf/1200,NSF,2008-09-17,Norway,,Askim,Seriestevne
1678,nsf/1201,NSF,2008-08-23,Norway,,Bergen,Åpent stevne
1679,nsf/1202,NSF,2008-09-20,Norway,,Sande,Benkpress-cup
1680,nsf/1205,NSF,2008-10-04,Norway,,Bergen,Åpent stevne
1681,nsf/1206,NSF,2008-09-29,Norway,,Gressvik,Åpent stevne
1682,nsf/1207,NSF,2008-09-24,Norway,,Fræna,Klubbstevne
1683,nsf/1208,NSF,2008-09-27,Norway,,Ganddal,Klubbstevne
1684,nsf/1209,NSF,2008-10-18,Norway,,Trondheim,Midt-Norsk Mesterskap Styrkeløft
1685,nsf/121,NSF,2000-12-10,Norway,,Oslo,Klubbstevne
1686,nsf/1210,NSF,2008-10-18,Norway,,Trondheim,Midt-Norsk Mesterskap Benkpress
1687,nsf/1211,NSF,2008-10-19,Norway,,Moss,Syd-Norsk Benkpress
1688,nsf/1212,NSF,2008-10-18,Norway,,Moss,Syd-Norsk Styrkeløft
1689,nsf/1213,NSF,2008-09-27,Norway,,Alta,Kalottlandskampen
1690,nsf/1216,NSF,2008-09-30,Norway,,Lørenskog,Klubbmesterskap
1691,nsf/1218,NSF,2008-10-11,Norway,,Hommersåk,Åpent stevne
1692,nsf/122,NSF,2000-12-16,Norway,,Trondheim,Klubbstevne
1693,nsf/1223,NSF,2008-11-15,Norway,,Sandnes,NM U/Jr/Vet
1694,nsf/1224,NSF,2008-11-06,Norway,,Fræna,Klubbstevne
1695,nsf/1225,NSF,2008-10-31,Norway,,Sandnes,Seriestevne
1696,nsf/1226,NSF,2008-11-01,Norway,,Island,Nasjonalt stevne
1697,nsf/1227,NSF,2008-10-26,Norway,,Halden,Seriestevne
1698,nsf/123,NSF,2000-12-16,Norway,,Stavanger,Klubbstevne
1699,nsf/1232,NSF,2008-11-22,Norway,,Ulefoss,Åpent stevne
1700,nsf/1234,NSF,1998-05-15,Norway,,Fredrikstad,Seriestevne
1701,nsf/1235,NSF,1998-05-23,Norway,,Sande,Benk-cup
1702,nsf/1236,NSF,1998-06-20,Norway,,Skogn,Lagseriestevne
1703,nsf/1238,NSF,1998-04-29,Norway,,Hommersåk,Lagserien
1704,nsf/1239,NSF,1998-04-29,Norway,,Sande,Klubbstevne
1705,nsf/124,NSF,2000-12-16,Norway,,Mo i Rana,Klubbstevne
1706,nsf/1241,NSF,1998-04-25,Norway,,Gruben,Lagserien
1707,nsf/1242,NSF,1998-04-25,Norway,,Grunerløkka Oslo,Seriestevne
1708,nsf/1243,NSF,1998-04-25,Norway,,Brumunddal,Seriestevne
1709,nsf/1244,NSF,1998-04-25,Norway,,Bergen,Klubbstevne
1710,nsf/1245,NSF,1998-04-24,Norway,,Alta,Seriestevne
1711,nsf/1247,NSF,1998-10-17,Norway,,Dokka,RM-Øst
1712,nsf/1248,NSF,1998-10-10,Norway,,Skogn,RM-Midt
1713,nsf/1249,NSF,1998-10-10,Norway,,Florøhallen,RM- Vest
1714,nsf/125,NSF,2001-01-06,Norway,,Odderneshallen,Kretsstevne
1715,nsf/1250,NSF,1998-09-26,Norway,,Kristiansand,RM-Sør
1716,nsf/1251,NSF,1998-01-28,Norway,,Bjølsen Oslo,Seriestevne
1717,nsf/1252,NSF,1998-01-25,Norway,,Askim,Seriestevne
1718,nsf/1254,NSF,1998-02-20,Norway,,Voss,Klubbstevne
1719,nsf/1259,NSF,2008-11-19,Norway,,Fræna,Klubbstevne
1720,nsf/126,NSF,2001-01-13,Norway,,Alta,Nord Norsk Mesterskap
1721,nsf/1260,NSF,1998-01-17,Norway,,Sande,Syd-norsk
1722,nsf/1261,NSF,1998-04-25,Norway,,Halden,KM
1723,nsf/1262,NSF,1998-11-22,Norway,,Askim,KM Benkpress
1724,nsf/1263,NSF,1998-02-28,Norway,,Skogn,Klubbstevne
1725,nsf/1267,NSF,2008-11-24,Norway,,Gruben,Klubbstevne
1726,nsf/1268,NSF,2006-12-09,Norway,,Fræna,Midt-Norsk benkpress
1727,nsf/127,NSF,2001-01-20,Norway,,Brumunddal,Klubbmesterskap
1728,nsf/1272,NSF,2008-12-06,Norway,,Spikkestad,Benk-cup
1729,nsf/1273,NSF,2008-12-12,Norway,,Steinkjer,Klubbstevne
1730,nsf/1275,NSF,2008-12-13,Norway,,Bjølsenhallen,Åpent stevne
1731,nsf/1277,NSF,2008-12-10,Norway,,Brumunddal,Klubbmesterskap benkpress
1732,nsf/1279,NSF,2008-12-13,Norway,,Fræna,Klubbmesterskap
1733,nsf/128,NSF,2001-01-20,Norway,,Skoger,Kretsstevne
1734,nsf/1281,NSF,2008-12-13,Norway,,Gruben,Klubbstevne
1735,nsf/1282,NSF,2008-12-13,Norway,,Røros,Klubbstevne
1736,nsf/1283,NSF,2008-12-13,Norway,,Stavanger,Klubbstevne
1737,nsf/1284,NSF,2008-12-13,Norway,,Sande,Julestevne
1738,nsf/1285,NSF,2008-12-13,Norway,,Haukelandshallen,Klubbstevne
1739,nsf/1286,NSF,2008-12-13,Norway,,Hommersåk,Klubbstevne
1740,nsf/1287,NSF,2000-12-20,Norway,,,test
1741,nsf/1289,NSF,2008-12-13,Norway,,Ganddal,Julestevne
1742,nsf/129,NSF,2001-01-20,Norway,,Askim,Seriestevne
1743,nsf/1290,NSF,2008-12-12,Norway,,Melhus,Klubbstevne
1744,nsf/1291,NSF,2008-12-22,Norway,,Gressvik,Åpent stevne
1745,nsf/1292,NSF,1998-06-13,Norway,,Trondheim,Seriestevne
1746,nsf/1293,NSF,1998-06-13,Norway,,Sandehallen,Klubbstevne
1747,nsf/1295,NSF,1998-10-24,Norway,,Voss,Klubbstevne
1748,nsf/1296,NSF,1998-12-21,Norway,,Stavanger,Klubbmesterskap
1749,nsf/1297,NSF,1998-10-27,Norway,,Halden,Seriestevne
1750,nsf/1298,NSF,1998-10-04,Norway,,Askim,Seriestevne
1751,nsf/1299,NSF,1998-10-10,Norway,,Sandehallen,Kretstevne
1752,nsf/13,NSF,2000-02-12,Norway,,Brumunddal,Seriestevne
1753,nsf/130,NSF,2001-01-27,Norway,,,Landskamp
1754,nsf/1300,NSF,1998-10-10,Norway,,Grunerløkka,Seriestevne
1755,nsf/1301,NSF,1998-09-26,Norway,,Brumunddal,Seriestevne
1756,nsf/1302,NSF,1998-09-18,Norway,,Fredrikstad,Seriestevne
1757,nsf/1303,NSF,1998-09-26,Norway,,Gruben,Seriestevne
1758,nsf/1304,NSF,1998-06-07,Norway,,Grunerløkka,Seriestevne
1759,nsf/1305,NSF,1998-08-29,Norway,,Brumunddal,Seriestevne
1760,nsf/1306,NSF,1998-09-12,Norway,,Høyang hallen,Benk-cup
1761,nsf/1307,NSF,1998-07-25,Norway,,Sundbyfoss,Klubbstevne
1762,nsf/1308,NSF,1998-06-15,Norway,,Hommersåk,Seriestevne
1763,nsf/1309,NSF,1998-06-18,Norway,,Halden,Seriestevne
1764,nsf/131,NSF,2001-01-27,Norway,,Hammerfest,Klubbstevne
1765,nsf/1310,NSF,1998-06-06,Norway,,Sundbyfoss,Klubbstevne
1766,nsf/1311,NSF,1998-06-06,Norway,,Askim,Seriestevne
1767,nsf/1312,NSF,1998-06-12,Norway,,Sandnes,Seriestevne
1768,nsf/1314,NSF,2008-12-20,Norway,,Varhol,Julestevne
1769,nsf/1316,NSF,1998-04-05,Norway,,Askim,Seriestevne
1770,nsf/1317,NSF,1998-08-22,Norway,,Lisleby,NM Benkpress
1771,nsf/1318,NSF,1998-11-07,Norway,,Alta,Junior NM
1772,nsf/132,NSF,2001-01-27,Norway,,Sande,Kretsstevne
1773,nsf/1320,NSF,1998-02-14,Norway,,Holmestrand,B og veteran NM
1774,nsf/1321,NSF,2008-11-07,Norway,,Skoger,Klubbstevne
1775,nsf/1322,NSF,2009-01-17,Norway,,Haukelandshallen,Åpent stevne
1776,nsf/1323,NSF,2008-12-08,Norway,,Halden,Seriestevne
1777,nsf/1324,NSF,2009-01-10,Norway,,Odderneshallen,Klubbstevne
1778,nsf/1325,NSF,2008-12-20,Norway,,Haukelandshallen,Åpent stevne
1779,nsf/1326,NSF,2008-11-15,Norway,,Odderneshallen,Klubbstevne
1780,nsf/133,NSF,2001-02-03,Norway,,Oslo,Klubbmesterskap
1781,nsf/134,NSF,2001-02-03,Norway,,Voss,Klubbstevne
1782,nsf/1344,NSF,2009-01-24,Norway,,Sande,Åpent stevne
1783,nsf/1346,NSF,1997-02-23,Norway,,Lillestrøm,Veteran NM
1784,nsf/135,NSF,2001-02-05,Norway,,Halden,Klubbmesterskap benk
1785,nsf/1351,NSF,2009-02-07,Norway,,Varhol,Åpent Stevne
1786,nsf/1353,NSF,2009-02-13,Norway,,Steinkjer,Klubbstevne
1787,nsf/1357,NSF,2009-02-21,Norway,,Askim,RM Styrkeløftregion Øst
1788,nsf/1358,NSF,2009-02-21,Norway,,Sogndal,RM Styrkeløftregion Vest
1789,nsf/136,NSF,2001-02-10,Norway,,Lademoen,Midt-Norsk Mesterskap
1790,nsf/1360,NSF,2009-02-21,Norway,,Fræna,RM Styrkeløft Midt-Norge
1791,nsf/1361,NSF,2009-02-21,Norway,,Sande,RM Østafjell
1792,nsf/1363,NSF,2009-02-21,Norway,,Fræna,RM Benkpress Midt-Norge
1793,nsf/1364,NSF,2009-01-22,Norway,,Gressvik,Klubbstevne
1794,nsf/1365,NSF,2009-01-31,Norway,,Gøteborg Sverige,Gøteborg Cup
1795,nsf/1366,NSF,2009-02-11,Norway,,Halden,Klubbmesterskap
1796,nsf/1367,NSF,2009-02-21,Norway,,Tysværtunet,RM Sør-vest
1797,nsf/1368,NSF,2009-02-21,Norway,,Gruben,RM Nord
1798,nsf/1369,NSF,2009-02-21,Norway,,Brumunddal,RM Hedmark-Oppland
1799,nsf/137,NSF,2001-02-10,Norway,,Spikkestad,Benk Cup
1800,nsf/1370,NSF,1998-05-02,Norway,,Lademoen Skole,KM Trønderlag
1801,nsf/1371,NSF,1998-05-16,Norway,,Brumunddal,KM Hedmark - Oppland
1802,nsf/1372,NSF,1998-06-06,Norway,,Gruben,KM Nordland
1803,nsf/1373,NSF,1998-06-06,Norway,,Oslo,KM Oslo-Akershus
1804,nsf/1374,NSF,1998-10-24,Norway,,,RM
1805,nsf/1375,NSF,1998-08-15,Norway,,Steinkjer,KM benkpress Tr.lag
1806,nsf/1376,NSF,1998-02-14,Norway,,Skogn,Midt-Norsk
1807,nsf/1377,NSF,2009-02-27,Norway,,Haukelandshallen,Åpent stevne
1808,nsf/1379,NSF,2009-02-28,Norway,,Sande,Klubbstevne
1809,nsf/138,NSF,2001-02-10,Norway,,Brumundddal,Seriestevne
1810,nsf/1380,NSF,2009-02-27,Norway,,Varhol Fræna,Klubbstevne
1811,nsf/1383,NSF,2009-03-04,Norway,,Fræna,Klubbstevne
1812,nsf/1384,NSF,2009-03-07,Norway,,Sandehallen,Benk-Cup
1813,nsf/1385,NSF,2009-03-18,Norway,,Halden,Klubbmesterskap
1814,nsf/1387,NSF,2009-03-29,Norway,,Bergen,NM Benkpress
1815,nsf/139,NSF,2001-02-16,Norway,,Steinkjer,Klubbstevne
1816,nsf/1392,NSF,2009-04-02,Norway,,Tysvær,Klubbstevne
1817,nsf/1394,NSF,2009-04-04,Norway,,Sande,Åpent stevne
1818,nsf/1395,NSF,2009-04-10,Norway,,Elnesvågen,Åpent stevne
1819,nsf/1396,NSF,2009-04-15,Norway,,Brumunddal,Seriestevne
1820,nsf/1397,NSF,2009-04-20,Norway,,Gressvik,Åpent stevne
1821,nsf/1398,NSF,2009-04-22,Norway,,Bjølsenhallen,Åpent stevne
1822,nsf/1399,NSF,2009-04-25,Norway,,Elnesvågen,Åpent stevne
1823,nsf/14,NSF,2000-02-12,Norway,,Skoger,Kretsstevne
1824,nsf/140,NSF,2001-02-16,Norway,,Hommersåk,Seriestevne
1825,nsf/1400,NSF,2009-04-18,Norway,,Island,Islandske mesterskap
1826,nsf/1401,NSF,2009-04-27,Norway,,Skedsmokorset,Åpent stevne
1827,nsf/1402,NSF,2009-04-29,Norway,,Sandnes,Seriestevne
1828,nsf/1403,NSF,2009-05-02,Norway,,Gruva,Klubbmesterskap
1829,nsf/1404,NSF,2009-04-22,Norway,,Askim,Seriestevne
1830,nsf/1405,NSF,2009-03-07,Norway,,Finnmark,Finnmarkmesterskapet
1831,nsf/1408,NSF,2009-05-13,Norway,,Brumunddal,Seriestevne
1832,nsf/1409,NSF,2009-05-23,Norway,,Ulefoss,Benkpress-Cup
1833,nsf/141,NSF,2001-02-17,Norway,,Sundbyfoss,Klubbmesterskap
1834,nsf/1410,NSF,2009-05-09,Norway,,Vedum AIS,Seriestevne
1835,nsf/1411,NSF,2009-05-09,Norway,,Odderneshallen,Klubbmesterskap
1836,nsf/1414,NSF,2009-05-30,Norway,,Moss,Åpent stevne
1837,nsf/1415,NSF,2009-05-30,Norway,,Skogn,Klubbstevne
1838,nsf/1419,NSF,2009-06-01,Norway,,Fræna,Klubbstevne
1839,nsf/142,NSF,2001-02-17,Norway,,Sandnes,Seriestevne
1840,nsf/1420,NSF,2009-06-20,Norway,,Brumunddal,Nasjonalt Ungdom- og Junior
1841,nsf/1423,NSF,2009-06-16,Norway,,Bergen,Klubbstevne
1842,nsf/1424,NSF,2009-06-20,Norway,,Stavanger,Klubbstevne
1843,nsf/1425,NSF,2009-06-24,Norway,,Sandehallen,klubbmesterskap
1844,nsf/1427,NSF,1999-02-20,Norway,,Bergen,NM veteran
1845,nsf/1428,NSF,2009-06-27,Norway,,Spikkestad,Åpent stevne
1846,nsf/143,NSF,2001-02-19,Norway,,,Seriestevne
1847,nsf/1430,NSF,2009-06-27,Norway,,Askim,Åpent stevne
1848,nsf/1431,NSF,2009-07-17,Norway,,Halden,Seriestevne
1849,nsf/1434,NSF,2009-07-22,Norway,,Fræna,Klubbstevne
1850,nsf/1435,NSF,2009-07-14,Norway,,Fræna,Klubbstevne
1851,nsf/1440,NSF,2009-08-15,Norway,,Gruva,Klubbstevne
1852,nsf/1441,NSF,2009-08-22,Norway,,Gruva,Klubbstevne
1853,nsf/1442,NSF,2009-08-29,Norway,,Spikkestad,Åpent stevne
1854,nsf/1443,NSF,2009-08-29,Norway,,Bergen,Åpent stevne
1855,nsf/1444,NSF,2009-08-22,Norway,,Fræna,Klubbstevne
1856,nsf/1446,NSF,2009-09-07,Norway,,Skedsmo,Åpent stevne
1857,nsf/145,NSF,2001-02-21,Norway,,Stavanger,Seriestevne
1858,nsf/1450,NSF,2009-09-12,Norway,,Varhol,Åpent stevne
1859,nsf/1451,NSF,2009-09-26,Norway,,Sandehallen,Benk-cup
1860,nsf/1452,NSF,2009-09-26,Norway,,Haugesund,Klubbstevne
1861,nsf/1454,NSF,2009-09-21,Norway,,Varhol Fræna,Klubbstevne
1862,nsf/1456,NSF,2009-09-26,Norway,,Odderneshallen,Klubbstevne
1863,nsf/1458,NSF,2009-10-03,Norway,,Steinkjer,Klubbstevne
1864,nsf/146,NSF,2001-02-24,Norway,,Hammerfest,B-og Veteran NM
1865,nsf/1460,NSF,2009-08-28,Norway,,Haukelandshallen Bergen,Åpent stevne
1866,nsf/1461,NSF,2009-10-06,Norway,,Lørenskoghallen,Klubbmesterskap
1867,nsf/1463,NSF,2009-10-17,Norway,,Moss,Syd-Norsk mesterskap
1868,nsf/1464,NSF,2009-10-17,Norway,,Trondheim,Åpent stevne
1869,nsf/1468,NSF,2009-10-18,Norway,,Melløs Skole,Syd Norsk Benkpress
1870,nsf/147,NSF,2001-02-24,Norway,,Mo i Rana,Seriestevne
1871,nsf/148,NSF,2001-02-26,Norway,,Halden,Seriestevne
1872,nsf/1482,NSF,2009-08-22,Norway,,Ganddal,Klubbstevne
1873,nsf/1483,NSF,2009-10-24,Norway,,Rana,Seriestevne
1874,nsf/1484,NSF,2009-10-31,Norway,,Fræna,Åpent stevne
1875,nsf/1485,NSF,2009-10-28,Norway,,Halden,Seriestevne
1876,nsf/1486,NSF,2009-10-16,Norway,,Fræna,Åpent stevne
1877,nsf/1488,NSF,2009-10-30,Norway,,Bergen,Åpent stevne
1878,nsf/149,NSF,2001-02-28,Norway,,Trondheim,Seriestevne
1879,nsf/1490,NSF,2009-10-30,Norway,,Elnesvågen,Åpent stevne
1880,nsf/1491,NSF,2009-11-13,Norway,,Alta,NM Ungdom Junior og Veteran
1881,nsf/1492,NSF,2009-11-07,Norway,,Varhol,Klubbstevne
1882,nsf/1493,NSF,2009-11-07,Norway,,Drammen,Åpent stevne
1883,nsf/1494,NSF,2009-11-20,Norway,,Bergen,Åpent stevne
1884,nsf/1495,NSF,2009-11-21,Norway,,Kristiansand,Klubb stevne
1885,nsf/1496,NSF,2009-11-23,Norway,,Skedsmo,Åpent stevne/Klubbmesterskap
1886,nsf/1497,NSF,2009-12-02,Norway,,Askim Bedriftsenter,Åpent stevne
1887,nsf/15,NSF,2000-02-14,Norway,,Lillestrøm,Seriestevne
1888,nsf/150,NSF,2001-03-03,Norway,,Florø,Klubbstevne
1889,nsf/1508,NSF,2009-12-05,Norway,,Spikkestad,Benk-cup
1890,nsf/1509,NSF,2009-12-02,Norway,,Sandnes,Klubbstevne
1891,nsf/151,NSF,2001-03-10,Norway,,Brumunddal,Seriestevne
1892,nsf/1510,NSF,2009-12-09,Norway,,Halden,Klubbstevne
1893,nsf/1512,NSF,2009-12-12,Norway,,Bjølsenhallen,Åpent stevne
1894,nsf/1513,NSF,2009-12-12,Norway,,Sandehallen,Åpent stevne
1895,nsf/1514,NSF,2009-12-12,Norway,,Røros,Åpent stevne
1896,nsf/1515,NSF,2009-12-12,Norway,,Odinhallen Bergen,Åpent stevne
1897,nsf/1516,NSF,2009-12-13,Norway,,Haugesund,Klubbstevne
1898,nsf/1517,NSF,2009-12-12,Norway,,Stavanger,Klubbstevne
1899,nsf/1518,NSF,2009-12-12,Norway,,Hommersåk,Åpent stevne
1900,nsf/1519,NSF,2009-12-09,Norway,,Brumunddal,Seriestevne
1901,nsf/152,NSF,2001-03-10,Norway,,Oslo,Benk Cup
1902,nsf/1520,NSF,2009-12-12,Norway,,Melhus,Klubbstevne
1903,nsf/1521,NSF,2009-12-19,Norway,,Trondheim,Klubbstevne
1904,nsf/1522,NSF,2009-12-19,Norway,,Skogn,Åpent stevne
1905,nsf/1523,NSF,2009-12-19,Norway,,Haukelandshallen,Åpent stevne
1906,nsf/1524,NSF,2009-12-19,Norway,,Gruben,Åpent stevne
1907,nsf/1525,NSF,2009-12-19,Norway,,Elnesvågen,Åpent stevne
1908,nsf/1526,NSF,2009-12-22,Norway,,Gressvik,Åpent Stevne
1909,nsf/1527,NSF,2009-12-30,Norway,,Elnesvågen,Klubbstevne
1910,nsf/1528,NSF,2009-12-30,Norway,,Elnesvågen,Åpent stevne
1911,nsf/1529,NSF,2010-01-16,Norway,,Odderneshallen,Klubbstevne
1912,nsf/153,NSF,2001-03-10,Norway,,Sandehallen,Kretsstevne
1913,nsf/1530,NSF,2010-01-23,Norway,,Sandehallen,Åpent stevne
